date,Predictions,Ground Truths
1999-05-21,-0.6601746234889767,-0.1591007849907718
1999-05-28,-0.4463994885828705,-0.066662919425081
1999-06-04,-0.11668036749246227,0.0367809097707231
1999-06-11,-0.2808044476681539,0.0220779245794695
1999-06-18,-0.5255496724441514,-0.043940964073834
1999-06-25,-0.1674695008813428,-0.0264817922028486
1999-07-02,-0.37450524225915255,-0.0274717821902754
1999-07-09,-0.21620727938887085,-0.1572675884023567
1999-07-16,-0.4358951813354034,-0.3026518698902345
1999-07-23,-0.6995445813882604,-0.2432059589479679
1999-07-30,-0.7348791481200805,-0.2954242525515393
1999-08-06,-0.7134933658096769,-0.3220603014158338
1999-08-13,-0.5232939693746156,-0.3600616840573472
1999-08-20,-0.22616121683680226,-0.6352062684356101
1999-08-27,-0.3548577722069778,-0.6900968607181062
1999-09-03,-0.35976784722364036,-0.5880305255714426
1999-09-10,-0.24012396882651063,-0.4659472537173265
1999-09-17,-0.3511029681617106,-0.3689669468005339
1999-09-24,0.05950369638012372,-0.3959906184611683
1999-10-01,-0.3654694254759511,-0.5854594979913129
1999-10-08,-0.2663830614984782,-0.463806318580605
1999-10-15,-0.2855281532756361,0.282650189565259
1999-10-22,-0.06802598231681342,0.3639335053599453
1999-10-29,-0.19003103079516542,0.5109962042444655
1999-11-05,-0.30210380371766254,0.5034467147933716
1999-11-12,-0.334177623444479,-0.0860074245921283
1999-11-19,-0.40126304036378363,-0.0266162907979342
1999-11-26,-0.21485457613782014,0.2741500431615807
1999-12-03,-0.3645057013025751,0.4053499721210155
1999-12-10,-0.29935724688347976,0.4817436442211694
1999-12-17,-0.28210209292702454,0.4524871431904767
1999-12-24,-0.3614276463481331,0.1177578065389758
1999-12-31,-0.0486241931763135,-0.1273099435835061
2000-01-07,-0.050785899524711825,-0.2798479773655172
2000-01-14,-0.2401642522170945,-0.2498556700575194
2000-01-21,-0.293527300103121,-0.0021958210765171
2000-01-28,0.035141272931639767,0.3699812500224461
2000-02-04,0.14294093714036857,0.5897113410751126
2000-02-11,-0.4021036255219954,0.569152363194661
2000-02-18,-0.28381259981398693,0.3598800494383469
2000-02-25,-0.40287827712724433,-0.0881158341284527
2000-03-03,0.20923409352595476,-0.474965402869989
2000-03-10,0.05935385156472911,0.0199443321068168
2000-03-17,0.16025398426964638,0.3078028383744287
2000-03-24,-0.1369380169417944,0.6535472999162755
2000-03-31,-0.3495355376506708,0.6882755403674712
2000-04-07,-0.4112471311804765,0.3133966930982689
2000-04-14,-0.1014132427522933,0.2846733110136741
2000-04-21,-0.008168126064849419,0.0947862925822222
2000-04-28,-0.38994332718336505,0.3953632043480939
2000-05-05,-0.17066414652344647,0.563735581047876
2000-05-12,0.04219659594921976,0.4525746387468802
2000-05-19,0.17173869418651463,0.3107914146205051
2000-05-26,-0.20568052946725357,0.1654004075732502
2000-06-02,-0.1991997141555342,0.1661269047444639
2000-06-09,-0.15808468545082363,0.1732933702515061
2000-06-16,0.0289562740858602,0.289844978799608
2000-06-23,0.09794170931177504,0.2583227556630531
2000-06-30,0.25746813349651326,0.6908277246400438
2000-07-07,0.5133112941698277,0.7791588388436629
2000-07-14,0.4848679981082158,0.725958095994824
2000-07-21,0.23923940374060315,0.8038923476596072
2000-07-28,-0.06621127983936911,0.658566010530014
2000-08-04,-0.19130459062631422,0.3425571634155258
2000-08-11,-0.17692682578071167,0.4068633428959141
2000-08-18,-0.47512977409345125,0.2330223629648092
2000-08-25,-0.4449360642699276,0.0017066729828395
2000-09-01,-0.2945168760815634,0.2523677382496471
2000-09-08,-0.12652298322519917,0.1088607054011781
2000-09-15,-0.2682704838985891,0.319066845652267
2000-09-22,-0.24127142753505268,0.5807679309898949
2000-09-29,-0.05522726741531947,0.7734906432685849
2000-10-06,0.15398531404863228,0.856236809335691
2000-10-13,0.11961123900942085,0.8988943733024246
2000-10-20,0.2425122406133757,1.0058066428855896
2000-10-27,0.36775571875174534,0.6514057328190552
2000-11-03,0.24984657699704096,0.5344695685236663
2000-11-10,-0.11490364553376387,0.1664203314962874
2000-11-17,-0.18833917964719266,-0.4507644554964693
2000-11-24,-0.4012220978548458,-0.540568962877308
2000-12-01,-0.3873045578667386,-0.2436628063423688
2000-12-08,-0.41239080558807556,0.4025364109679635
2000-12-15,-0.4331761073954591,0.7446484312356971
2000-12-22,-0.3136389150128105,1.279068999293595
2000-12-29,-0.09372290928735344,1.5355365065824669
2001-01-05,-0.13684321151110718,1.3084540907542113
2001-01-12,-0.2927587632789858,1.106831975671572
2001-01-19,-0.4385721382054306,1.064322154292299
2001-01-26,-0.503606867005661,0.1995947729996695
2001-02-02,-0.5192268929728745,0.3321751671338817
2001-02-09,-0.3981056434977606,0.4491801427932783
2001-02-16,-0.37931444908888945,0.302358742326263
2001-02-23,-0.26582568430548476,0.1536370003182953
2001-03-02,-0.14977961595702163,-0.1330067012355464
2001-03-09,-0.032054285360668386,-0.441164074281806
2001-03-16,0.2768101624904813,-0.4617390767652158
2001-03-23,-0.022413669913128136,-0.4157806258575222
2001-03-30,-0.36565082175811225,-0.2590011756828528
2001-04-06,-0.6861747923105656,-0.1612883221650035
2001-04-13,-0.5760190147019755,-0.1381639976825109
2001-04-20,-0.5463162753620782,-0.1080259529317848
2001-04-27,-0.27896512398587786,0.3172425761681499
2001-05-04,-0.3258649869911485,0.6291649187310474
2001-05-11,-0.6290674319848168,0.6455383745586248
2001-05-18,-0.3145523504763986,0.5924761750208174
2001-05-25,-0.3410990452433912,0.0679649516259688
2001-06-01,-0.2608239360033997,-0.3565916791925916
