date,Predictions,Ground Truths
1999-05-21,-0.6396652132601635,-0.1591007849907718
1999-05-28,-0.38494716884980534,-0.066662919425081
1999-06-04,-0.12824368040076675,0.0367809097707231
1999-06-11,0.3488719987356909,0.0220779245794695
1999-06-18,-0.16326266583121216,-0.043940964073834
1999-06-25,-0.19367976978919008,-0.0264817922028486
1999-07-02,-0.22961815415721354,-0.0274717821902754
1999-07-09,-0.45051338696661625,-0.1572675884023567
1999-07-16,-0.4042490372779745,-0.3026518698902345
1999-07-23,-0.3758070211514438,-0.2432059589479679
1999-07-30,-0.3597225967201954,-0.2954242525515393
1999-08-06,-0.22727069050611037,-0.3220603014158338
1999-08-13,-0.35552071953712844,-0.3600616840573472
1999-08-20,-0.3228126428254605,-0.6352062684356101
1999-08-27,-0.5924491054806794,-0.6900968607181062
1999-09-03,-0.577158225085544,-0.5880305255714426
1999-09-10,-0.5477622946159223,-0.4659472537173265
1999-09-17,-0.26740969549922516,-0.3689669468005339
1999-09-24,-0.4339933994369579,-0.3959906184611683
1999-10-01,-0.48211331425266785,-0.5854594979913129
1999-10-08,-0.7559463807899477,-0.463806318580605
1999-10-15,-0.5797504012400316,0.282650189565259
1999-10-22,-0.32843877787857,0.3639335053599453
1999-10-29,-0.11902653522031867,0.5109962042444655
1999-11-05,0.19357262771429837,0.5034467147933716
1999-11-12,0.31799180822508427,-0.0860074245921283
1999-11-19,0.08121573290353609,-0.0266162907979342
1999-11-26,0.06765591560504222,0.2741500431615807
1999-12-03,0.11074420169349614,0.4053499721210155
1999-12-10,0.12362317868460451,0.4817436442211694
1999-12-17,0.2961588457447266,0.4524871431904767
1999-12-24,0.2402833979700681,0.1177578065389758
1999-12-31,-0.01811275854673511,-0.1273099435835061
2000-01-07,-0.1918130106600086,-0.2798479773655172
2000-01-14,-0.31224292625544936,-0.2498556700575194
2000-01-21,-0.2703034488563003,-0.0021958210765171
2000-01-28,0.016168690271251007,0.3699812500224461
2000-02-04,0.4374000391667588,0.5897113410751126
2000-02-11,0.5991182792673176,0.569152363194661
2000-02-18,0.43646273699930804,0.3598800494383469
2000-02-25,0.39684689443611126,-0.0881158341284527
2000-03-03,0.16142375184240054,-0.474965402869989
2000-03-10,-0.1621058940210265,0.0199443321068168
2000-03-17,-0.024885733868723163,0.3078028383744287
2000-03-24,0.1271239329135074,0.6535472999162755
2000-03-31,0.3813054413116279,0.6882755403674712
2000-04-07,0.5862890362740678,0.3133966930982689
2000-04-14,0.3214750166236187,0.2846733110136741
2000-04-21,0.2189055145051213,0.0947862925822222
2000-04-28,0.13281911858775589,0.3953632043480939
2000-05-05,0.5309692628587617,0.563735581047876
2000-05-12,0.6316402805896751,0.4525746387468802
2000-05-19,0.4345377037426684,0.3107914146205051
2000-05-26,-0.19227092743707816,0.1654004075732502
2000-06-02,-0.23045386112598698,0.1661269047444639
2000-06-09,-0.1365735237367237,0.1732933702515061
2000-06-16,-0.13264441286005788,0.289844978799608
2000-06-23,0.1067225323809673,0.2583227556630531
2000-06-30,0.2773650703344697,0.6908277246400438
2000-07-07,0.40506494636931206,0.7791588388436629
2000-07-14,0.48474160365689695,0.725958095994824
2000-07-21,0.024721191550280595,0.8038923476596072
2000-07-28,0.07743201866761779,0.658566010530014
2000-08-04,0.18950806329192396,0.3425571634155258
2000-08-11,0.10170692862564773,0.4068633428959141
2000-08-18,0.18901422585793648,0.2330223629648092
2000-08-25,0.19176243204059218,0.0017066729828395
2000-09-01,-0.05179808775525641,0.2523677382496471
2000-09-08,0.18705859922542914,0.1088607054011781
2000-09-15,-0.07868634165341892,0.319066845652267
2000-09-22,0.2219065381285299,0.5807679309898949
2000-09-29,0.4334672330309755,0.7734906432685849
2000-10-06,0.6669807170100825,0.856236809335691
2000-10-13,0.7885794000730423,0.8988943733024246
2000-10-20,0.9296441346367263,1.0058066428855896
2000-10-27,0.866398792570551,0.6514057328190552
2000-11-03,0.6577252340546876,0.5344695685236663
2000-11-10,0.5146508029427075,0.1664203314962874
2000-11-17,-0.09987844328203052,-0.4507644554964693
2000-11-24,-0.4529701707510186,-0.540568962877308
2000-12-01,-0.5624147657716687,-0.2436628063423688
2000-12-08,-0.29670212746406166,0.4025364109679635
2000-12-15,0.35713229465493707,0.7446484312356971
2000-12-22,0.6724326632367713,1.279068999293595
2000-12-29,1.24470006261721,1.5355365065824669
2001-01-05,1.4090378953716032,1.3084540907542113
2001-01-12,0.9176626854390081,1.106831975671572
2001-01-19,0.16208669382150054,1.064322154292299
2001-01-26,0.41154919753679675,0.1995947729996695
2001-02-02,0.19169744246063825,0.3321751671338817
2001-02-09,0.18521705032925348,0.4491801427932783
2001-02-16,0.2468545072492091,0.302358742326263
2001-02-23,0.13423088402634095,0.1536370003182953
2001-03-02,0.010622016616861553,-0.1330067012355464
2001-03-09,-0.03297380419758619,-0.441164074281806
2001-03-16,-0.45512899554672825,-0.4617390767652158
2001-03-23,-0.5194142840592378,-0.4157806258575222
2001-03-30,-0.18666062809634817,-0.2590011756828528
2001-04-06,-0.3307029651368536,-0.1612883221650035
2001-04-13,-0.30153999852344815,-0.1381639976825109
2001-04-20,-0.3492693971555487,-0.1080259529317848
2001-04-27,-0.21804149880150672,0.3172425761681499
2001-05-04,-0.0809326670594144,0.6291649187310474
2001-05-11,0.48310220866353387,0.6455383745586248
2001-05-18,0.6344192317566588,0.5924761750208174
2001-05-25,0.7782901657055924,0.0679649516259688
2001-06-01,0.2961382279416977,-0.3565916791925916
2001-06-08,-0.09212206430503017,-0.4931282569559028
