Date,return
2000-08-30,0.016506090989123395
2000-08-31,0.015206396354770661
2000-09-01,0.015033074858905409
2000-09-05,0.01221727299904159
2000-09-06,0.01566706970517777
2000-09-07,0.015115506400615725
2000-09-08,0.030125707959454594
2000-09-11,0.03455313928236268
2000-09-12,0.03798442642066833
2000-09-13,0.03388974619416248
2000-09-14,0.03364503923659716
2000-09-15,0.03273994459489424
2000-09-18,0.03044985175646469
2000-09-19,0.026379408243522983
2000-09-20,0.022719292484761493
2000-09-21,0.05922757400602691
2000-09-22,0.053167005313280856
2000-09-25,0.04623515220662726
2000-09-26,0.047278944357341646
2000-09-27,0.04022355895800226
2000-09-28,0.019886999191397345
2000-09-29,0.024209973683738242
2000-10-02,0.02940911695922552
2000-10-03,0.029422903579525782
2000-10-04,0.031019186540730798
2000-10-05,0.027668278690955457
2000-10-06,0.026435891282233878
2000-10-09,0.02336014848592385
2000-10-10,0.029569345666687823
2000-10-11,0.026804192898283154
2000-10-12,0.03375477031874724
2000-10-13,0.04325823003075886
2000-10-16,0.0562571135551784
2000-10-17,0.053452858326221174
2000-10-18,0.05415954870128707
2000-10-19,0.028074336823458793
2000-10-20,0.036970849117949366
2000-10-23,0.024969901011598704
2000-10-24,0.025629610413450746
2000-10-25,0.02461619181891755
2000-10-26,0.025529693195020537
2000-10-27,0.020324284125559793
2000-10-30,0.020531751771368862
2000-10-31,0.020326549535987913
2000-11-01,0.02129401246169649
2000-11-02,0.01870728560087292
2000-11-03,0.012933208263695064
2000-11-06,0.013437924538984394
2000-11-07,0.014855102644783949
2000-11-08,0.013645480824190126
2000-11-09,0.009599514146396801
2000-11-10,0.009253945603132316
2000-11-13,0.009243113330448176
2000-11-14,0.00862444304520025
2000-11-15,0.007089426881683588
2000-11-16,0.01373752797256805
2000-11-17,0.01421288179275534
2000-11-20,0.016564013560257888
2000-11-21,0.016145033767358707
2000-11-22,0.012726476673181782
2000-11-27,0.009931407271796044
2000-11-28,0.01520219960548909
2000-11-29,0.017123324571725745
2000-11-30,0.01941469436190672
2000-12-01,0.025563493486008382
2000-12-04,0.023175155861283585
2000-12-05,0.027614423508895553
2000-12-06,0.027273027513180965
2000-12-07,0.027869252428818967
2000-12-08,0.024364345792220677
2000-12-11,0.03501013073815249
2000-12-12,0.024476480752625745
2000-12-13,0.02976476353490494
2000-12-14,0.030127166725786112
2000-12-15,0.03300921567712339
2000-12-18,0.03182778688426013
2000-12-19,0.03411781129047579
2000-12-20,0.05961888106375486
2000-12-21,0.0616985710769214
2000-12-22,0.05741451120170034
2000-12-26,0.055598067831753605
2000-12-27,0.05568226110233079
2000-12-28,0.016813679315072928
2000-12-29,0.022727050979111957
2001-01-02,0.02307456496960075
2001-01-03,0.02445136052190858
2001-01-04,0.022620936514232796
2001-01-05,0.016697795422840188
2001-01-08,0.019738552708967315
2001-01-09,0.019559759996189682
2001-01-10,0.032221591435868245
2001-01-11,0.032596076819953954
2001-01-12,0.03141775829311273
2001-01-16,0.024120972106714933
2001-01-17,0.03143114426334884
2001-01-18,0.019315240435639223
2001-01-19,0.02761800015655928
2001-01-22,0.02896465126723077
2001-01-23,0.05037185892713373
2001-01-24,0.04992885857429563
2001-01-25,0.04794067146282769
2001-01-26,0.03791604132645064
2001-01-29,0.03744253432902415
2001-01-30,0.0170854958559145
2001-01-31,0.016120033799759872
2001-02-01,0.024116818163236152
2001-02-02,0.031472120942605944
2001-02-05,0.03142294895772267
2001-02-06,0.03187643675470048
2001-02-07,0.030224752692285303
2001-02-08,0.027873657483642636
2001-02-09,0.021012990551163964
2001-02-12,0.019021718756467982
2001-02-13,0.019177393003250245
2001-02-14,0.012657624499903467
2001-02-15,0.009225413673040713
2001-02-16,0.016699898598665983
2001-02-20,0.01699840544340327
2001-02-21,0.017736822494227113
2001-02-22,0.019359570675604433
2001-02-23,0.013008132758549649
2001-02-26,0.014029534760240098
2001-02-27,0.01208377744771124
2001-02-28,0.015369709967590243
2001-03-01,0.015072700862082566
2001-03-02,0.015224221992941095
2001-03-05,0.019995384267489317
2001-03-06,0.019878182169944403
2001-03-07,0.014826291274966697
2001-03-08,0.01921304428295035
2001-03-09,0.023502524534374174
2001-03-12,0.019013076708022467
2001-03-13,0.020200629634408388
2001-03-14,0.016189591474872984
2001-03-15,0.019927672170368962
2001-03-16,0.019725439680401947
2001-03-19,0.018127263268261102
2001-03-20,0.017777765048041943
2001-03-21,0.020585032710035037
2001-03-22,0.021085033704716524
2001-03-23,0.025105203330048797
2001-03-26,0.021280655628698925
2001-03-27,0.018096420393113717
2001-03-28,0.03200432663903495
2001-03-29,0.031933457978058015
2001-03-30,0.027503723678560518
2001-04-02,0.028251796894897395
2001-04-03,0.03140368458393769
2001-04-04,0.02515564137251799
2001-04-05,0.0251264473760309
2001-04-06,0.02590651658924133
2001-04-09,0.01632691335865467
2001-04-10,0.020419382655826882
2001-04-11,0.020455219179099014
2001-04-12,0.020571833546843946
2001-04-16,0.01925821973746618
2001-04-17,0.024020253773374283
2001-04-18,0.014873165628720137
2001-04-19,0.014409656185083282
2001-04-20,0.015889559713753276
2001-04-23,0.01313240890340725
2001-04-24,0.01520269764571861
2001-04-25,0.019091866287768645
2001-04-26,0.02812207126408935
2001-04-27,0.025694330759294767
2001-04-30,0.025550680938019456
2001-05-01,0.017348538773599896
2001-05-02,0.03004514932375473
2001-05-03,0.025049097788584006
2001-05-04,0.024909472179127583
2001-05-07,0.02627065406686833
2001-05-08,0.023372768036714273
2001-05-09,0.02259091878584103
2001-05-10,0.020356775358728867
