"날짜","종가","시가","고가","저가","거래량","변동 %"
"2006- 07- 16","3,191.00","3,004.00","3,191.00","3,004.00","","7.51%"
"2006- 07- 09","2,968.00","2,864.00","2,968.00","2,849.00","","3.41%"
"2006- 07- 02","2,870.00","2,983.00","2,983.00","2,870.00","","-3.17%"
"2006- 06- 25","2,964.00","2,829.00","2,964.00","2,829.00","","5.56%"
"2006- 06- 18","2,808.00","2,728.00","2,808.00","2,728.00","","3.05%"
"2006- 06- 11","2,725.00","2,672.00","2,725.00","2,672.00","","2.71%"
"2006- 06- 04","2,653.00","2,551.00","2,653.00","2,551.00","","5.53%"
"2006- 05- 28","2,514.00","2,416.00","2,514.00","2,416.00","","3.37%"
"2006- 05- 21","2,432.00","2,476.00","2,476.00","2,432.00","","-1.90%"
"2006- 05- 14","2,479.00","2,501.00","2,502.00","2,479.00","","-0.48%"
"2006- 05- 07","2,491.00","2,399.00","2,491.00","2,399.00","","4.53%"
"2006- 04- 30","2,383.00","2,364.00","2,383.00","2,364.00","","0.63%"
"2006- 04- 23","2,368.00","2,421.00","2,421.00","2,368.00","","-2.71%"
"2006- 04- 16","2,434.00","2,495.00","2,495.00","2,434.00","","-2.76%"
"2006- 04- 09","2,503.00","2,516.00","2,516.00","2,503.00","","-0.44%"
"2006- 04- 02","2,514.00","2,508.00","2,514.00","2,504.00","","0.72%"
"2006- 03- 26","2,496.00","2,569.00","2,569.00","2,496.00","","-2.69%"
"2006- 03- 19","2,565.00","2,493.00","2,565.00","2,493.00","","2.52%"
"2006- 03- 12","2,502.00","2,697.00","2,697.00","2,502.00","","-7.47%"
"2006- 03- 05","2,704.00","2,674.00","2,704.00","2,667.00","","0.82%"
"2006- 02- 26","2,682.00","2,644.00","2,708.00","2,644.00","","2.29%"
"2006- 02- 19","2,622.00","2,798.00","2,798.00","2,622.00","","-4.31%"
"2006- 02- 12","2,740.00","2,328.00","2,740.00","2,328.00","","19.29%"
"2006- 02- 05","2,297.00","2,167.00","2,297.00","2,167.00","","7.09%"
"2006- 01- 29","2,145.00","2,069.00","2,145.00","2,069.00","","4.28%"
"2006- 01- 22","2,057.00","2,084.00","2,084.00","2,033.00","","-3.02%"
"2006- 01- 15","2,121.00","2,307.00","2,307.00","2,121.00","","-9.40%"
"2006- 01- 08","2,341.00","2,493.00","2,493.00","2,341.00","","-6.25%"
"2006- 01- 01","2,497.00","2,438.00","2,497.00","2,438.00","","3.74%"
"2005- 12- 18","2,407.00","2,510.00","2,510.00","2,407.00","","-5.09%"
"2005- 12- 11","2,536.00","2,624.00","2,624.00","2,536.00","","-3.90%"
"2005- 12- 04","2,639.00","2,764.00","2,764.00","2,639.00","","-4.63%"
"2005- 11- 27","2,767.00","2,739.00","2,772.00","2,739.00","","0.36%"
"2005- 11- 20","2,757.00","2,869.00","2,869.00","2,757.00","","-4.87%"
"2005- 11- 13","2,898.00","3,048.00","3,048.00","2,898.00","","-4.45%"
"2005- 11- 06","3,033.00","2,945.00","3,033.00","2,935.00","","2.22%"
"2005- 10- 30","2,967.00","3,113.00","3,113.00","2,967.00","","-5.51%"
"2005- 10- 23","3,140.00","3,116.00","3,149.00","3,116.00","","0.32%"
"2005- 10- 16","3,130.00","3,361.00","3,361.00","3,130.00","","-7.12%"
"2005- 10- 09","3,370.00","3,137.00","3,370.00","3,137.00","","8.78%"
"2005- 10- 02","3,098.00","2,944.00","3,098.00","2,944.00","","6.57%"
"2005- 09- 25","2,907.00","3,058.00","3,058.00","2,907.00","","-5.28%"
"2005- 09- 18","3,069.00","2,977.00","3,073.00","2,977.00","","4.07%"
"2005- 09- 11","2,949.00","2,701.00","2,949.00","2,701.00","","12.30%"
"2005- 09- 04","2,626.00","2,424.00","2,626.00","2,418.00","","5.93%"
"2005- 08- 28","2,479.00","2,608.00","2,608.00","2,479.00","","-5.56%"
"2005- 08- 21","2,625.00","2,567.00","2,634.00","2,567.00","","5.93%"
"2005- 08- 14","2,478.00","2,169.00","2,478.00","2,169.00","","16.61%"
"2005- 08- 07","2,125.00","1,868.00","2,125.00","1,868.00","","16.82%"
"2005- 07- 31","1,819.00","1,769.00","1,819.00","1,747.00","","0.83%"
"2005- 07- 24","1,804.00","2,004.00","2,004.00","1,804.00","","-12.17%"
"2005- 07- 17","2,054.00","2,285.00","2,285.00","2,054.00","","-10.97%"
"2005- 07- 10","2,307.00","2,354.00","2,354.00","2,307.00","","-2.45%"
"2005- 07- 03","2,365.00","2,461.00","2,461.00","2,365.00","","-4.87%"
"2005- 06- 26","2,486.00","2,621.00","2,621.00","2,486.00","","-5.01%"
"2005- 06- 19","2,617.00","2,518.00","2,617.00","2,510.00","","2.91%"
"2005- 06- 12","2,543.00","2,762.00","2,762.00","2,543.00","","-9.85%"
"2005- 06- 05","2,821.00","3,041.00","3,041.00","2,821.00","","-8.79%"
"2005- 05- 29","3,093.00","3,219.00","3,219.00","3,093.00","","-5.67%"
"2005- 05- 22","3,279.00","3,496.00","3,496.00","3,279.00","","-6.93%"
"2005- 05- 15","3,523.00","3,737.00","3,737.00","3,523.00","","-6.55%"
"2005- 05- 08","3,770.00","4,024.00","4,024.00","3,770.00","","-5.01%"
"2005- 05- 01","3,969.00","3,815.00","3,969.00","3,815.00","","3.09%"
"2005- 04- 24","3,850.00","4,284.00","4,284.00","3,850.00","","-12.12%"
"2005- 04- 17","4,381.00","4,810.00","4,810.00","4,381.00","","-9.39%"
"2005- 04- 10","4,835.00","4,721.00","4,835.00","4,721.00","","2.89%"
"2005- 04- 03","4,699.00","4,631.00","4,699.00","4,631.00","","1.56%"
"2005- 03- 27","4,627.00","4,672.00","4,672.00","4,627.00","","-1.24%"
"2005- 03- 20","4,685.00","4,665.00","4,685.00","4,665.00","","1.30%"
"2005- 03- 13","4,625.00","4,741.00","4,741.00","4,575.00","","-3.00%"
"2005- 03- 06","4,768.00","4,700.00","4,791.00","4,700.00","","2.49%"
"2005- 02- 27","4,652.00","4,726.00","4,726.00","4,619.00","","-2.49%"
"2005- 02- 20","4,771.00","4,833.00","4,880.00","4,771.00","","0.17%"
"2005- 02- 13","4,763.00","4,446.00","4,763.00","4,446.00","","8.79%"
"2005- 02- 06","4,378.00","4,192.00","4,378.00","4,175.00","","3.11%"
"2005- 01- 30","4,246.00","4,488.00","4,488.00","4,246.00","","-4.82%"
"2005- 01- 23","4,461.00","4,292.00","4,461.00","4,292.00","","3.72%"
"2005- 01- 16","4,301.00","4,668.00","4,668.00","4,301.00","","-8.90%"
"2005- 01- 09","4,721.00","4,627.00","4,776.00","4,627.00","","5.26%"
"2005- 01- 02","4,485.00","4,456.00","4,485.00","4,395.00","","-2.46%"
"2004- 12- 19","4,598.00","4,899.00","4,899.00","4,598.00","","-8.10%"
"2004- 12- 12","5,003.00","5,747.00","5,747.00","5,003.00","","-14.87%"
"2004- 12- 05","5,877.00","6,208.00","6,208.00","5,877.00","","-4.78%"
"2004- 11- 28","6,172.00","5,974.00","6,172.00","5,974.00","","5.14%"
"2004- 11- 21","5,870.00","5,442.00","5,870.00","5,442.00","","8.84%"
"2004- 11- 14","5,393.00","5,152.00","5,393.00","5,152.00","","5.23%"
"2004- 11- 07","5,125.00","5,040.00","5,125.00","5,040.00","","1.95%"
"2004- 10- 31","5,027.00","4,928.00","5,027.00","4,928.00","","2.13%"
"2004- 10- 24","4,922.00","4,828.00","4,922.00","4,828.00","","2.84%"
"2004- 10- 17","4,786.00","4,602.00","4,786.00","4,602.00","","4.68%"
"2004- 10- 10","4,572.00","4,354.00","4,572.00","4,354.00","","6.01%"
"2004- 10- 03","4,313.00","4,130.00","4,313.00","4,130.00","","4.89%"
"2004- 09- 26","4,112.00","4,123.00","4,123.00","4,100.00","","-0.89%"
"2004- 09- 19","4,149.00","4,233.00","4,233.00","4,149.00","","-1.68%"
"2004- 09- 12","4,220.00","4,192.00","4,220.00","4,192.00","","1.37%"
"2004- 09- 05","4,163.00","4,014.00","4,163.00","4,014.00","","3.04%"
"2004- 08- 29","4,040.00","4,186.00","4,186.00","4,040.00","","-4.38%"
"2004- 08- 22","4,225.00","4,206.00","4,233.00","4,206.00","","0.72%"
"2004- 08- 15","4,195.00","4,161.00","4,195.00","4,161.00","","1.13%"
"2004- 08- 08","4,148.00","4,100.00","4,148.00","4,088.00","","0.46%"
"2004- 08- 01","4,129.00","4,100.00","4,205.00","4,100.00","","2.00%"
"2004- 07- 25","4,048.00","3,814.00","4,048.00","3,814.00","","6.55%"
"2004- 07- 18","3,799.00","3,930.00","3,930.00","3,799.00","","-4.33%"
"2004- 07- 11","3,971.00","4,025.00","4,086.00","3,971.00","","1.77%"
"2004- 07- 04","3,902.00","3,287.00","3,902.00","3,287.00","","21.67%"
"2004- 06- 27","3,207.00","2,812.00","3,207.00","2,812.00","","16.96%"
"2004- 06- 20","2,742.00","2,634.00","2,742.00","2,622.00","","2.81%"
"2004- 06- 13","2,667.00","2,849.00","2,849.00","2,667.00","","-7.62%"
"2004- 06- 06","2,887.00","3,134.00","3,134.00","2,887.00","","-9.36%"
"2004- 05- 30","3,185.00","3,282.00","3,282.00","3,185.00","","-3.07%"
"2004- 05- 23","3,286.00","3,331.00","3,331.00","3,286.00","","-1.50%"
"2004- 05- 16","3,336.00","3,535.00","3,535.00","3,336.00","","-8.30%"
"2004- 05- 09","3,638.00","3,928.00","3,928.00","3,638.00","","-7.29%"
"2004- 05- 02","3,924.00","3,933.00","3,933.00","3,909.00","","-1.46%"
"2004- 04- 25","3,982.00","4,368.00","4,368.00","3,982.00","","-10.74%"
"2004- 04- 18","4,461.00","4,635.00","4,640.00","4,461.00","","-3.23%"
"2004- 04- 11","4,610.00","4,552.00","4,610.00","4,552.00","","0.96%"
"2004- 04- 04","4,566.00","4,675.00","4,675.00","4,566.00","","-3.18%"
"2004- 03- 28","4,716.00","4,927.00","4,927.00","4,716.00","","-4.90%"
"2004- 03- 21","4,959.00","5,042.00","5,044.00","4,959.00","","-1.70%"
"2004- 03- 14","5,045.00","5,280.00","5,280.00","5,045.00","","-5.74%"
"2004- 03- 07","5,352.00","5,300.00","5,384.00","5,300.00","","2.23%"
"2004- 02- 29","5,235.00","5,205.00","5,235.00","5,109.00","","-0.53%"
"2004- 02- 22","5,263.00","5,536.00","5,536.00","5,263.00","","-4.59%"
"2004- 02- 15","5,516.00","5,250.00","5,516.00","5,250.00","","5.23%"
"2004- 02- 08","5,242.00","5,545.00","5,545.00","5,242.00","","-6.53%"
"2004- 02- 01","5,608.00","5,618.00","5,681.00","5,608.00","","1.03%"
"2004- 01- 25","5,551.00","5,262.00","5,551.00","5,262.00","","5.27%"
"2004- 01- 18","5,273.00","5,481.00","5,481.00","5,273.00","","-4.01%"
"2004- 01- 11","5,493.00","5,256.00","5,493.00","5,256.00","","8.86%"
"2004- 01- 04","5,046.00","4,757.00","5,046.00","4,757.00","","5.99%"
"2003- 12- 28","4,761.00","4,761.00","4,761.00","4,761.00","","-0.08%"
"2003- 12- 21","4,765.00","4,741.00","4,765.00","4,741.00","","0.93%"
"2003- 12- 14","4,721.00","4,658.00","4,721.00","4,658.00","","1.79%"
"2003- 12- 07","4,638.00","4,526.00","4,638.00","4,526.00","","2.72%"
"2003- 11- 30","4,515.00","4,442.00","4,515.00","4,442.00","","2.22%"
"2003- 11- 23","4,417.00","4,193.00","4,417.00","4,193.00","","6.59%"
"2003- 11- 16","4,144.00","4,046.00","4,144.00","4,026.00","","1.62%"
"2003- 11- 09","4,078.00","4,274.00","4,274.00","4,078.00","","-5.34%"
"2003- 11- 02","4,308.00","4,558.00","4,558.00","4,308.00","","-5.42%"
"2003- 10- 26","4,555.00","4,539.00","4,560.00","4,539.00","","0.84%"
"2003- 10- 19","4,517.00","4,421.00","4,517.00","4,421.00","","3.53%"
"2003- 10- 12","4,363.00","4,270.00","4,363.00","4,270.00","","4.08%"
"2003- 10- 05","4,192.00","3,529.00","4,192.00","3,529.00","","24.32%"
"2003- 09- 28","3,372.00","2,870.00","3,372.00","2,870.00","","20.60%"
"2003- 09- 21","2,796.00","2,501.00","2,796.00","2,501.00","","13.34%"
"2003- 09- 14","2,467.00","2,379.00","2,467.00","2,379.00","","4.36%"
"2003- 09- 07","2,364.00","2,320.00","2,364.00","2,320.00","","2.60%"
"2003- 08- 31","2,304.00","2,262.00","2,304.00","2,262.00","","1.72%"
"2003- 08- 24","2,265.00","2,297.00","2,297.00","2,265.00","","-2.12%"
"2003- 08- 17","2,314.00","2,343.00","2,343.00","2,314.00","","-1.24%"
"2003- 08- 10","2,343.00","2,298.00","2,343.00","2,298.00","","2.45%"
"2003- 08- 03","2,287.00","2,181.00","2,287.00","2,181.00","","5.10%"
"2003- 07- 27","2,176.00","2,203.00","2,203.00","2,176.00","","-1.36%"
"2003- 07- 20","2,206.00","2,229.00","2,229.00","2,206.00","","-1.25%"
"2003- 07- 13","2,234.00","2,231.00","2,240.00","2,231.00","","0.77%"
"2003- 07- 06","2,217.00","2,143.00","2,217.00","2,143.00","","3.74%"
"2003- 06- 29","2,137.00","2,125.00","2,137.00","2,123.00","","0.47%"
"2003- 06- 22","2,127.00","2,143.00","2,143.00","2,127.00","","-1.07%"
"2003- 06- 15","2,150.00","2,146.00","2,154.00","2,146.00","","0.42%"
"2003- 06- 08","2,141.00","2,134.00","2,141.00","2,130.00","","0.09%"
"2003- 06- 01","2,139.00","2,116.00","2,139.00","2,116.00","","0.56%"
"2003- 05- 25","2,127.00","2,218.00","2,218.00","2,127.00","","-6.38%"
"2003- 05- 18","2,272.00","2,335.00","2,337.00","2,272.00","","-1.94%"
"2003- 05- 11","2,317.00","2,227.00","2,317.00","2,227.00","","4.75%"
"2003- 05- 04","2,212.00","2,160.00","2,212.00","2,160.00","","2.79%"
"2003- 04- 27","2,152.00","2,133.00","2,152.00","2,133.00","","1.32%"
"2003- 04- 20","2,124.00","2,097.00","2,124.00","2,097.00","","1.48%"
"2003- 04- 13","2,093.00","2,081.00","2,093.00","2,081.00","","1.16%"
"2003- 04- 06","2,069.00","2,011.00","2,069.00","2,011.00","","3.61%"
"2003- 03- 30","1,997.00","1,939.00","1,997.00","1,939.00","","3.04%"
"2003- 03- 23","1,938.00","1,940.00","1,940.00","1,933.00","","0.16%"
"2003- 03- 16","1,935.00","1,863.00","1,935.00","1,863.00","","5.56%"
"2003- 03- 09","1,833.00","1,756.00","1,833.00","1,756.00","","4.56%"
"2003- 03- 02","1,753.00","1,762.00","1,762.00","1,748.00","","-0.62%"
"2003- 02- 23","1,764.00","1,767.00","1,768.00","1,763.00","","0.34%"
"2003- 02- 16","1,758.00","1,693.00","1,758.00","1,693.00","","5.08%"
"2003- 02- 09","1,673.00","1,610.00","1,673.00","1,610.00","","4.82%"
"2003- 02- 02","1,596.00","1,530.00","1,596.00","1,530.00","","4.31%"
"2003- 01- 26","1,530.00","1,626.00","1,626.00","1,530.00","","-7.44%"
"2003- 01- 19","1,653.00","1,718.00","1,718.00","1,653.00","","-4.01%"
"2003- 01- 12","1,722.00","1,760.00","1,760.00","1,722.00","","-2.21%"
"2003- 01- 05","1,761.00","1,742.00","1,761.00","1,742.00","","1.27%"
"2002- 12- 29","1,739.00","1,738.00","1,739.00","1,738.00","","0.06%"
"2002- 12- 22","1,738.00","1,739.00","1,739.00","1,738.00","","0.06%"
"2002- 12- 15","1,737.00","1,704.00","1,737.00","1,704.00","","2.84%"
"2002- 12- 08","1,689.00","1,625.00","1,689.00","1,625.00","","4.78%"
"2002- 12- 01","1,612.00","1,573.00","1,612.00","1,573.00","","3.33%"
"2002- 11- 24","1,560.00","1,469.00","1,560.00","1,469.00","","6.92%"
"2002- 11- 17","1,459.00","1,445.00","1,459.00","1,445.00","","0.90%"
"2002- 11- 10","1,446.00","1,445.00","1,446.00","1,443.00","","0.00%"
"2002- 11- 03","1,446.00","1,430.00","1,446.00","1,430.00","","1.26%"
"2002- 10- 27","1,428.00","1,397.00","1,428.00","1,397.00","","2.51%"
"2002- 10- 20","1,393.00","1,364.00","1,393.00","1,364.00","","2.73%"
"2002- 10- 13","1,356.00","1,340.00","1,356.00","1,334.00","","0.97%"
"2002- 10- 06","1,343.00","1,351.00","1,351.00","1,343.00","","-0.81%"
"2002- 09- 29","1,354.00","1,367.00","1,371.00","1,354.00","","0.59%"
"2002- 09- 22","1,346.00","1,238.00","1,346.00","1,238.00","","9.79%"
"2002- 09- 15","1,226.00","1,186.00","1,226.00","1,186.00","","4.07%"
"2002- 09- 08","1,178.00","1,102.00","1,178.00","1,102.00","","8.57%"
"2002- 09- 01","1,085.00","1,039.00","1,085.00","1,039.00","","4.73%"
"2002- 08- 25","1,036.00","1,025.00","1,036.00","1,025.00","","1.47%"
"2002- 08- 18","1,021.00","1,014.00","1,021.00","1,014.00","","0.79%"
"2002- 08- 11","1,013.00","992.00","1,013.00","992.00","","2.74%"
"2002- 08- 04","986.00","971.00","986.00","971.00","","1.54%"
"2002- 07- 28","971.00","964.00","971.00","964.00","","0.94%"
"2002- 07- 21","962.00","976.00","976.00","962.00","","-1.94%"
"2002- 07- 14","981.00","1,002.00","1,002.00","981.00","","-2.29%"
"2002- 07- 07","1,004.00","1,005.00","1,007.00","1,004.00","","0.00%"
"2002- 06- 30","1,004.00","1,005.00","1,005.00","1,002.00","","-0.10%"
"2002- 06- 23","1,005.00","997.00","1,006.00","997.00","","1.21%"
"2002- 06- 16","993.00","978.00","993.00","978.00","","1.53%"
"2002- 06- 09","978.00","998.00","998.00","978.00","","-2.69%"
"2002- 06- 02","1,005.00","1,027.00","1,027.00","1,005.00","","-3.55%"
"2002- 05- 26","1,042.00","1,038.00","1,046.00","1,038.00","","0.68%"
"2002- 05- 19","1,035.00","1,031.00","1,035.00","1,031.00","","0.19%"
"2002- 05- 12","1,033.00","1,040.00","1,041.00","1,033.00","","-0.48%"
"2002- 05- 05","1,038.00","1,018.00","1,038.00","1,018.00","","2.17%"
"2002- 04- 28","1,016.00","1,033.00","1,033.00","1,016.00","","-2.50%"
"2002- 04- 21","1,042.00","1,071.00","1,071.00","1,042.00","","-3.52%"
"2002- 04- 14","1,080.00","1,104.00","1,104.00","1,080.00","","-2.09%"
"2002- 04- 07","1,103.00","1,086.00","1,103.00","1,086.00","","1.66%"
"2002- 03- 31","1,085.00","1,081.00","1,085.00","1,081.00","","0.28%"
"2002- 03- 24","1,082.00","1,086.00","1,086.00","1,082.00","","-0.28%"
"2002- 03- 17","1,085.00","1,074.00","1,085.00","1,074.00","","1.12%"
"2002- 03- 10","1,073.00","1,056.00","1,073.00","1,056.00","","2.09%"
"2002- 03- 03","1,051.00","1,035.00","1,051.00","1,035.00","","1.74%"
"2002- 02- 24","1,033.00","1,018.00","1,033.00","1,018.00","","2.38%"
"2002- 02- 17","1,009.00","963.00","1,009.00","963.00","","5.65%"
"2002- 02- 10","955.00","927.00","955.00","927.00","","3.58%"
"2002- 02- 03","922.00","909.00","922.00","909.00","","1.54%"
"2002- 01- 27","908.00","920.00","920.00","908.00","","-1.73%"
"2002- 01- 20","924.00","958.00","958.00","924.00","","-4.15%"
"2002- 01- 13","964.00","956.00","969.00","956.00","","1.47%"
"2002- 01- 06","950.00","906.00","950.00","906.00","","6.03%"
"2001- 12- 30","896.00","882.00","896.00","882.00","","2.28%"
"2001- 12- 23","876.00","871.00","876.00","871.00","","0.81%"
"2001- 12- 16","869.00","868.00","869.00","865.00","","-0.11%"
"2001- 12- 09","870.00","874.00","874.00","870.00","","-0.23%"
"2001- 12- 02","872.00","868.00","872.00","868.00","","0.46%"
"2001- 11- 25","868.00","864.00","868.00","864.00","","0.81%"
"2001- 11- 18","861.00","857.00","861.00","857.00","","0.70%"
"2001- 11- 11","855.00","849.00","855.00","849.00","","1.06%"
"2001- 11- 04","846.00","847.00","847.00","843.00","","-0.47%"
"2001- 10- 28","850.00","879.00","879.00","850.00","","-3.85%"
"2001- 10- 21","884.00","907.00","907.00","884.00","","-2.64%"
"2001- 10- 14","908.00","897.00","908.00","897.00","","1.68%"
"2001- 10- 07","893.00","893.00","893.00","888.00","","-0.78%"
"2001- 09- 30","900.00","939.00","939.00","900.00","","-5.46%"
"2001- 09- 23","952.00","995.00","995.00","952.00","","-4.32%"
"2001- 09- 16","995.00","950.00","995.00","950.00","","6.53%"
"2001- 09- 09","934.00","902.00","934.00","902.00","","3.89%"
"2001- 09- 02","899.00","918.00","918.00","898.00","","-3.02%"
"2001- 08- 26","927.00","955.00","955.00","927.00","","-3.54%"
"2001- 08- 19","961.00","979.00","979.00","961.00","","-1.74%"
"2001- 08- 12","978.00","975.00","978.00","963.00","","-0.41%"
"2001- 08- 05","982.00","1,014.00","1,014.00","982.00","","-3.82%"
"2001- 07- 29","1,021.00","1,067.00","1,067.00","1,021.00","","-5.81%"
"2001- 07- 22","1,084.00","1,138.00","1,138.00","1,084.00","","-5.57%"
"2001- 07- 15","1,148.00","1,233.00","1,233.00","1,148.00","","-8.60%"
"2001- 07- 08","1,256.00","1,320.00","1,320.00","1,256.00","","-5.63%"
"2001- 07- 01","1,331.00","1,380.00","1,380.00","1,331.00","","-3.97%"
"2001- 06- 24","1,386.00","1,393.00","1,394.00","1,386.00","","-0.43%"
"2001- 06- 17","1,392.00","1,386.00","1,392.00","1,386.00","","0.87%"
"2001- 06- 10","1,380.00","1,355.00","1,380.00","1,355.00","","1.77%"
"2001- 06- 03","1,356.00","1,372.00","1,372.00","1,356.00","","-1.88%"
"2001- 05- 27","1,382.00","1,408.00","1,408.00","1,382.00","","-2.40%"
"2001- 05- 20","1,416.00","1,452.00","1,452.00","1,416.00","","-3.08%"
"2001- 05- 13","1,461.00","1,481.00","1,481.00","1,461.00","","-1.15%"
"2001- 05- 06","1,478.00","1,460.00","1,478.00","1,460.00","","1.51%"
"2001- 04- 29","1,456.00","1,459.00","1,459.00","1,453.00","","-0.34%"
"2001- 04- 22","1,461.00","1,462.00","1,463.00","1,460.00","","0.55%"
"2001- 04- 15","1,453.00","1,429.00","1,453.00","1,429.00","","1.68%"
"2001- 04- 08","1,429.00","1,427.00","1,429.00","1,427.00","","0.14%"
"2001- 04- 01","1,427.00","1,430.00","1,430.00","1,423.00","","-0.76%"
"2001- 03- 25","1,438.00","1,496.00","1,496.00","1,438.00","","-4.26%"
"2001- 03- 18","1,502.00","1,508.00","1,508.00","1,502.00","","-0.27%"
"2001- 03- 11","1,506.00","1,496.00","1,506.00","1,493.00","","0.40%"
"2001- 03- 04","1,500.00","1,537.00","1,537.00","1,500.00","","-2.41%"
"2001- 02- 25","1,537.00","1,522.00","1,538.00","1,522.00","","1.79%"
"2001- 02- 18","1,510.00","1,469.00","1,510.00","1,469.00","","3.35%"
"2001- 02- 11","1,461.00","1,445.00","1,461.00","1,445.00","","0.83%"
"2001- 02- 04","1,449.00","1,480.00","1,480.00","1,449.00","","-2.62%"
"2001- 01- 28","1,488.00","1,523.00","1,523.00","1,488.00","","-2.62%"
"2001- 01- 21","1,528.00","1,559.00","1,559.00","1,528.00","","-2.43%"
"2001- 01- 14","1,566.00","1,581.00","1,581.00","1,566.00","","-1.01%"
"2001- 01- 07","1,582.00","1,591.00","1,593.00","1,582.00","","-0.57%"
"2000- 12- 31","1,591.00","1,599.00","1,599.00","1,591.00","","-0.50%"
"2000- 12- 24","1,599.00","1,600.00","1,600.00","1,598.00","","0.06%"
"2000- 12- 17","1,598.00","1,584.00","1,598.00","1,584.00","","1.01%"
"2000- 12- 10","1,582.00","1,614.00","1,614.00","1,581.00","","-2.41%"
"2000- 12- 03","1,621.00","1,657.00","1,657.00","1,621.00","","-2.58%"
"2000- 11- 26","1,664.00","1,688.00","1,688.00","1,664.00","","-1.60%"
"2000- 11- 19","1,691.00","1,708.00","1,708.00","1,691.00","","-1.17%"
"2000- 11- 12","1,711.00","1,742.00","1,742.00","1,711.00","","-2.06%"
"2000- 11- 05","1,747.00","1,761.00","1,761.00","1,747.00","","-0.85%"
"2000- 10- 29","1,762.00","1,758.00","1,762.00","1,758.00","","0.34%"
"2000- 10- 22","1,756.00","1,744.00","1,756.00","1,744.00","","0.92%"
"2000- 10- 15","1,740.00","1,724.00","1,740.00","1,724.00","","1.10%"
"2000- 10- 08","1,721.00","1,719.00","1,721.00","1,718.00","","0.06%"
"2000- 10- 01","1,720.00","1,735.00","1,735.00","1,720.00","","-1.09%"
"2000- 09- 24","1,739.00","1,740.00","1,740.00","1,737.00","","0.06%"
"2000- 09- 17","1,738.00","1,719.00","1,738.00","1,719.00","","1.40%"
"2000- 09- 10","1,714.00","1,701.00","1,714.00","1,701.00","","1.06%"
"2000- 09- 03","1,696.00","1,666.00","1,696.00","1,666.00","","2.11%"
"2000- 08- 27","1,661.00","1,641.00","1,661.00","1,641.00","","1.40%"
"2000- 08- 20","1,638.00","1,628.00","1,638.00","1,627.00","","0.55%"
"2000- 08- 13","1,629.00","1,637.00","1,637.00","1,629.00","","-0.67%"
"2000- 08- 06","1,640.00","1,651.00","1,651.00","1,640.00","","-0.49%"
"2000- 07- 30","1,648.00","1,642.00","1,648.00","1,642.00","","0.86%"
"2000- 07- 23","1,634.00","1,629.00","1,634.00","1,628.00","","0.37%"
"2000- 07- 16","1,628.00","1,621.00","1,629.00","1,621.00","","0.74%"
"2000- 07- 09","1,616.00","1,600.00","1,616.00","1,600.00","","0.94%"
"2000- 07- 02","1,601.00","1,613.00","1,613.00","1,601.00","","-0.93%"
"2000- 06- 25","1,616.00","1,626.00","1,626.00","1,616.00","","-0.49%"
"2000- 06- 18","1,624.00","1,592.00","1,624.00","1,592.00","","2.40%"
"2000- 06- 11","1,586.00","1,566.00","1,586.00","1,566.00","","1.41%"
"2000- 06- 04","1,564.00","1,561.00","1,564.00","1,559.00","","0.13%"
"2000- 05- 28","1,562.00","1,569.00","1,569.00","1,562.00","","-0.89%"
"2000- 05- 21","1,576.00","1,606.00","1,606.00","1,576.00","","-1.93%"
"2000- 05- 14","1,607.00","1,612.00","1,612.00","1,607.00","","-0.56%"
"2000- 05- 07","1,616.00","1,607.00","1,616.00","1,607.00","","0.44%"
"2000- 04- 30","1,609.00","1,622.00","1,622.00","1,609.00","","-1.17%"
"2000- 04- 23","1,628.00","1,647.00","1,647.00","1,628.00","","-1.69%"
"2000- 04- 16","1,656.00","1,674.00","1,674.00","1,656.00","","-1.37%"
"2000- 04- 09","1,679.00","1,686.00","1,686.00","1,679.00","","-0.30%"
"2000- 04- 02","1,684.00","1,669.00","1,684.00","1,669.00","","1.45%"
"2000- 03- 26","1,660.00","1,623.00","1,660.00","1,623.00","","2.60%"
"2000- 03- 19","1,618.00","1,628.00","1,628.00","1,617.00","","-0.74%"
"2000- 03- 12","1,630.00","1,649.00","1,649.00","1,630.00","","-0.91%"
"2000- 03- 05","1,645.00","1,588.00","1,645.00","1,588.00","","4.25%"
"2000- 02- 27","1,578.00","1,521.00","1,578.00","1,521.00","","4.43%"
"2000- 02- 20","1,511.00","1,466.00","1,511.00","1,466.00","","3.92%"
"2000- 02- 13","1,454.00","1,365.00","1,454.00","1,365.00","","8.10%"
"2000- 02- 06","1,345.00","1,276.00","1,345.00","1,276.00","","5.08%"
"2000- 01- 30","1,280.00","1,319.00","1,319.00","1,280.00","","-3.69%"
"2000- 01- 23","1,329.00","1,378.00","1,378.00","1,329.00","","-3.97%"
"2000- 01- 16","1,384.00","1,406.00","1,406.00","1,384.00","","-1.42%"
"2000- 01- 09","1,404.00","1,376.00","1,404.00","1,376.00","","2.63%"
"2000- 01- 02","1,368.00","1,320.00","1,368.00","1,320.00","","3.71%"
"1999- 12- 19","1,319.00","1,334.00","1,334.00","1,319.00","","-1.79%"
"1999- 12- 12","1,343.00","1,360.00","1,360.00","1,343.00","","-1.25%"
"1999- 12- 05","1,360.00","1,341.00","1,360.00","1,341.00","","1.42%"
