,Dow Jones,S&P500,GDP,CPI,Inflation,BDI,BDI_return,BDI_vol,30_yield,3m_yield,7_yield
2017-11-03,23539.189453125,2587.840087890625,20141.635228260868,270.39546666666666,2.1195016693333333,1464.0,-0.008163310639160981,0.0269916187790829,282.0,118.0,219.0
2017-11-10,23422.2109375,2582.300048828125,20163.81191304348,271.65009999999995,2.295644942,1371.0,-0.06563201495894247,0.040636510530519726,288.0,123.0,227.0
2017-11-17,23358.240234375,2578.85009765625,20185.988597826086,272.9047333333333,2.4717882146666663,1458.0,0.061525233006289,0.08991375231323336,278.0,129.0,223.0
2017-11-24,23557.990234375,2602.419921875,20208.165282608694,274.15936666666664,2.647931487333333,1626.0,0.10905737753915237,0.03361030172352334,276.0,129.0,223.0
2017-12-01,24231.58984375,2642.219970703125,20230.341967391305,275.414,2.82407476,1702.0,0.045681019025563575,0.04481385287186587,276.0,127.0,228.0
2017-12-08,24329.16015625,2651.5,20252.518652173912,277.84435483870965,2.616517769032258,1619.0,-0.04999535545568436,0.06765341319503244,277.0,128.0,229.0
2017-12-15,24651.740234375,2675.81005859375,20274.69533695652,280.27470967741937,2.408960778064516,1366.0,-0.16992191354689978,0.08480088247065981,268.0,131.0,228.0
2017-12-22,24754.060546875,2683.340087890625,20296.87202173913,282.705064516129,2.201403787096774,1366.0,-0.16992191354689978,0.08480088247065981,283.0,133.0,240.0
2017-12-29,24719.220703125,2673.610107421875,20319.04870652174,285.13541935483875,1.993846796129032,1371.0,0.003653639431579032,0.12273645055928648,274.0,139.0,233.0
2018-01-05,25295.869140625,2743.14990234375,20339.768955555555,285.6371290322581,1.934977301935484,1279.0,-0.06946187798347173,0.05170047817414365,281.0,139.0,240.0
2018-01-12,25803.189453125,2786.239990234375,20359.396877777777,284.69235483870966,1.9876234303225806,1125.0,-0.1282954869403222,0.041601643855064444,285.0,143.0,248.0
2018-01-19,26071.720703125,2810.300048828125,20379.0248,283.7475806451613,2.040269558709677,1219.0,0.08024781484275106,0.14746238286184307,291.0,144.0,257.0
2018-01-26,26616.7109375,2872.8701171875,20398.65272222222,282.8028064516129,2.092915687096774,1095.0,-0.10727648723067035,0.13259970563339007,291.0,141.0,260.0
2018-02-02,25520.9609375,2762.1298828125,20418.280644444443,281.9684642857143,2.1219946325,1125.0,0.02702867238791942,0.09496808911464548,308.0,148.0,276.0
2018-02-09,24190.900390625,2619.550048828125,20437.908566666665,281.7967142857143,2.00967048,1084.0,-0.03712513263892893,0.04536359057340189,314.0,155.0,272.0
2018-02-16,25219.380859375,2732.219970703125,20457.53648888889,281.62496428571427,1.8973463275,1185.0,0.08908487156964005,0.08924394982946067,313.0,162.0,281.0
2018-02-23,25309.990234375,2747.300048828125,20477.164411111113,281.4532142857143,1.785022175,1207.0,0.018395167528299894,0.04998516908769958,316.0,164.0,279.0
2018-03-02,24538.060546875,2691.25,20496.792333333335,281.6302258064516,1.6938425845161291,1201.0,-0.004983399017547915,0.01653114293898379,314.0,165.0,279.0
2018-03-09,25335.740234375,2786.570068359375,20516.420255555557,283.8998064516129,1.7295303661290322,1143.0,-0.049498158285172934,0.03147668814102127,316.0,167.0,282.0
2018-03-16,24946.509765625,2752.010009765625,20536.04817777778,286.1693870967742,1.7652181477419355,1122.0,-0.018543577712169072,0.02188819383195198,308.0,178.0,278.0
2018-03-23,23533.19921875,2588.260009765625,20555.6761,288.43896774193547,1.8009059293548386,1055.0,-0.06157204017247473,0.030425717589709775,306.0,174.0,274.0
2018-03-30,24103.109375,2640.8701171875,20575.304022222223,290.7085483870968,1.836593710967742,948.0,-0.10694154365514512,0.0320810835716601,297.0,173.0,268.0
2018-04-06,23932.759765625,2604.469970703125,20592.88002197802,291.43466666666666,1.86695584,1014.0,0.0673036818961066,0.12320998057666877,301.0,173.0,270.0
2018-04-13,24360.140625,2656.300048828125,20609.63525274725,291.5434,1.895187708,1281.0,0.23373811774560568,0.11768691821213721,303.0,176.0,277.0
2018-04-20,24462.939453125,2670.139892578125,20626.390483516483,291.6521333333333,1.923419576,1361.0,0.060578700754731894,0.12244219798055496,314.0,181.0,291.0
2018-04-27,24311.189453125,2669.909912109375,20643.145714285714,291.76086666666663,1.951651444,1384.0,0.016758133526148893,0.030985820242768792,313.0,182.0,292.0
2018-05-04,24262.509765625,2663.419921875,20659.900945054946,291.88232258064517,1.9313205222580645,1472.0,0.06164416311120659,0.03173921590013112,312.0,184.0,290.0
2018-05-11,24831.169921875,2727.719970703125,20676.656175824177,292.02074193548384,1.8462392141935484,1273.0,-0.145245700731415,0.14629322568187864,310.0,192.0,294.0
2018-05-18,24715.08984375,2712.969970703125,20693.411406593408,292.1591612903226,1.7611579061290321,1077.0,-0.167196921401018,0.015521856990794138,320.0,191.0,302.0
2018-05-25,24753.08984375,2721.330078125,20710.166637362636,292.29758064516125,1.676076598064516,1156.0,0.07078637207593415,0.16827960062666059,309.0,190.0,288.0
2018-06-01,24635.2109375,2734.6201171875,20726.921868131867,292.436,1.59099529,1391.0,0.18505714269112017,0.08080163679340892,304.0,192.0,285.0
2018-06-08,25316.529296875,2779.030029296875,20743.6770989011,293.7751,1.71515058,1445.0,0.038086408623089665,0.10392400269546792,308.0,193.0,288.0
2018-06-15,25090.48046875,2779.659912109375,20760.43232967033,295.1142,1.83930587,1341.0,-0.074693717264854,0.07974759179843627,305.0,194.0,289.0
2018-06-22,24580.890625,2754.8798828125,20777.18756043956,296.4533,1.96346116,1385.0,0.03228453533976033,0.07564504785620899,304.0,193.0,286.0
2018-06-29,24271.41015625,2718.3701171875,20793.942791208792,297.7924,2.08761645,1622.0,0.15795981605391934,0.08886584322050342,298.0,193.0,281.0
2018-07-06,24456.48046875,2759.820068359375,20805.20483695652,299.0812903225806,2.1239553077419355,1666.0,0.026765588051429798,0.09276832827309311,294.0,197.0,278.0
2018-07-13,25019.41015625,2801.31005859375,20814.269608695653,300.35009677419356,2.1251675925806452,1689.0,0.013711094081012056,0.009230921211430165,294.0,198.0,280.0
2018-07-20,25058.119140625,2801.830078125,20823.334380434782,301.61890322580643,2.126379877419355,1676.0,-0.007726635765771755,0.015158764147899564,303.0,199.0,285.0
2018-07-27,25451.060546875,2818.820068359375,20832.39915217391,302.88770967741937,2.1275921622580647,1773.0,0.0562630250321796,0.045247523076056104,309.0,200.0,292.0
2018-08-03,25462.580078125,2840.35009765625,20841.46392391304,303.9489032258064,2.146623012903226,1691.0,-0.04735295717562757,0.07326756365844377,309.0,201.0,291.0
2018-08-10,25313.140625,2833.280029296875,20850.528695652174,304.49106451612903,2.2102002780645162,1723.0,0.018746887629349403,0.04673964849697558,303.0,205.0,282.0
