"날짜","종가","시가","고가","저가","거래량","변동 %"
"2000- 12- 15","1,582.00","1,582.00","1,582.00","1,582.00","","0.06%"
"2000- 12- 14","1,581.00","1,581.00","1,581.00","1,581.00","","-0.38%"
"2000- 12- 13","1,587.00","1,587.00","1,587.00","1,587.00","","-0.69%"
"2000- 12- 12","1,598.00","1,598.00","1,598.00","1,598.00","","-0.99%"
"2000- 12- 11","1,614.00","1,614.00","1,614.00","1,614.00","","-0.43%"
"2000- 12- 08","1,621.00","1,621.00","1,621.00","1,621.00","","-0.73%"
"2000- 12- 07","1,633.00","1,633.00","1,633.00","1,633.00","","-0.37%"
"2000- 12- 06","1,639.00","1,639.00","1,639.00","1,639.00","","-0.49%"
"2000- 12- 05","1,647.00","1,647.00","1,647.00","1,647.00","","-0.60%"
"2000- 12- 04","1,657.00","1,657.00","1,657.00","1,657.00","","-0.42%"
"2000- 12- 01","1,664.00","1,664.00","1,664.00","1,664.00","","-0.48%"
"2000- 11- 30","1,672.00","1,672.00","1,672.00","1,672.00","","-0.36%"
"2000- 11- 29","1,678.00","1,678.00","1,678.00","1,678.00","","-0.30%"
"2000- 11- 28","1,683.00","1,683.00","1,683.00","1,683.00","","-0.30%"
"2000- 11- 27","1,688.00","1,688.00","1,688.00","1,688.00","","-0.18%"
"2000- 11- 24","1,691.00","1,691.00","1,691.00","1,691.00","","-0.12%"
"2000- 11- 23","1,693.00","1,693.00","1,693.00","1,693.00","","-0.18%"
"2000- 11- 22","1,696.00","1,696.00","1,696.00","1,696.00","","-0.29%"
"2000- 11- 21","1,701.00","1,701.00","1,701.00","1,701.00","","-0.41%"
"2000- 11- 20","1,708.00","1,708.00","1,708.00","1,708.00","","-0.18%"
"2000- 11- 17","1,711.00","1,711.00","1,711.00","1,711.00","","-0.29%"
"2000- 11- 16","1,716.00","1,716.00","1,716.00","1,716.00","","-0.41%"
"2000- 11- 15","1,723.00","1,723.00","1,723.00","1,723.00","","-0.52%"
"2000- 11- 14","1,732.00","1,732.00","1,732.00","1,732.00","","-0.57%"
"2000- 11- 13","1,742.00","1,742.00","1,742.00","1,742.00","","-0.29%"
"2000- 11- 10","1,747.00","1,747.00","1,747.00","1,747.00","","-0.29%"
"2000- 11- 09","1,752.00","1,752.00","1,752.00","1,752.00","","-0.23%"
"2000- 11- 08","1,756.00","1,756.00","1,756.00","1,756.00","","-0.17%"
"2000- 11- 07","1,759.00","1,759.00","1,759.00","1,759.00","","-0.11%"
"2000- 11- 06","1,761.00","1,761.00","1,761.00","1,761.00","","-0.06%"
"2000- 11- 03","1,762.00","1,762.00","1,762.00","1,762.00","","0.06%"
"2000- 11- 02","1,761.00","1,761.00","1,761.00","1,761.00","","0.11%"
"2000- 11- 01","1,759.00","1,759.00","1,759.00","1,759.00","","0.00%"
"2000- 10- 31","1,759.00","1,759.00","1,759.00","1,759.00","","0.06%"
"2000- 10- 30","1,758.00","1,758.00","1,758.00","1,758.00","","0.11%"
"2000- 10- 27","1,756.00","1,756.00","1,756.00","1,756.00","","0.11%"
"2000- 10- 26","1,754.00","1,754.00","1,754.00","1,754.00","","0.17%"
"2000- 10- 25","1,751.00","1,751.00","1,751.00","1,751.00","","0.17%"
"2000- 10- 24","1,748.00","1,748.00","1,748.00","1,748.00","","0.23%"
"2000- 10- 23","1,744.00","1,744.00","1,744.00","1,744.00","","0.23%"
"2000- 10- 20","1,740.00","1,740.00","1,740.00","1,740.00","","0.23%"
"2000- 10- 19","1,736.00","1,736.00","1,736.00","1,736.00","","0.23%"
"2000- 10- 18","1,732.00","1,732.00","1,732.00","1,732.00","","0.29%"
"2000- 10- 17","1,727.00","1,727.00","1,727.00","1,727.00","","0.17%"
"2000- 10- 16","1,724.00","1,724.00","1,724.00","1,724.00","","0.17%"
"2000- 10- 13","1,721.00","1,721.00","1,721.00","1,721.00","","0.17%"
"2000- 10- 12","1,718.00","1,718.00","1,718.00","1,718.00","","0.00%"
"2000- 10- 11","1,718.00","1,718.00","1,718.00","1,718.00","","-0.06%"
"2000- 10- 10","1,719.00","1,719.00","1,719.00","1,719.00","","0.00%"
"2000- 10- 09","1,719.00","1,719.00","1,719.00","1,719.00","","-0.06%"
"2000- 10- 06","1,720.00","1,720.00","1,720.00","1,720.00","","-0.06%"
"2000- 10- 05","1,721.00","1,721.00","1,721.00","1,721.00","","-0.29%"
"2000- 10- 04","1,726.00","1,726.00","1,726.00","1,726.00","","-0.17%"
"2000- 10- 03","1,729.00","1,729.00","1,729.00","1,729.00","","-0.35%"
"2000- 10- 02","1,735.00","1,735.00","1,735.00","1,735.00","","-0.23%"
"2000- 09- 29","1,739.00","1,739.00","1,739.00","1,739.00","","0.12%"
"2000- 09- 28","1,737.00","1,737.00","1,737.00","1,737.00","","-0.06%"
"2000- 09- 27","1,738.00","1,738.00","1,738.00","1,738.00","","-0.06%"
"2000- 09- 26","1,739.00","1,739.00","1,739.00","1,739.00","","-0.06%"
"2000- 09- 25","1,740.00","1,740.00","1,740.00","1,740.00","","0.12%"
"2000- 09- 22","1,738.00","1,738.00","1,738.00","1,738.00","","0.06%"
"2000- 09- 21","1,737.00","1,737.00","1,737.00","1,737.00","","0.29%"
"2000- 09- 20","1,732.00","1,732.00","1,732.00","1,732.00","","0.41%"
"2000- 09- 19","1,725.00","1,725.00","1,725.00","1,725.00","","0.35%"
"2000- 09- 18","1,719.00","1,719.00","1,719.00","1,719.00","","0.29%"
"2000- 09- 15","1,714.00","1,714.00","1,714.00","1,714.00","","0.18%"
"2000- 09- 14","1,711.00","1,711.00","1,711.00","1,711.00","","0.18%"
"2000- 09- 13","1,708.00","1,708.00","1,708.00","1,708.00","","0.18%"
"2000- 09- 12","1,705.00","1,705.00","1,705.00","1,705.00","","0.24%"
"2000- 09- 11","1,701.00","1,701.00","1,701.00","1,701.00","","0.29%"
"2000- 09- 08","1,696.00","1,696.00","1,696.00","1,696.00","","0.41%"
"2000- 09- 07","1,689.00","1,689.00","1,689.00","1,689.00","","0.78%"
"2000- 09- 06","1,676.00","1,676.00","1,676.00","1,676.00","","0.30%"
"2000- 09- 05","1,671.00","1,671.00","1,671.00","1,671.00","","0.30%"
"2000- 09- 04","1,666.00","1,666.00","1,666.00","1,666.00","","0.30%"
"2000- 09- 01","1,661.00","1,661.00","1,661.00","1,661.00","","0.54%"
"2000- 08- 31","1,652.00","1,652.00","1,652.00","1,652.00","","0.43%"
"2000- 08- 30","1,645.00","1,645.00","1,645.00","1,645.00","","0.24%"
"2000- 08- 29","1,641.00","1,641.00","1,641.00","1,641.00","","0.18%"
"2000- 08- 25","1,638.00","1,638.00","1,638.00","1,638.00","","0.31%"
"2000- 08- 24","1,633.00","1,633.00","1,633.00","1,633.00","","0.25%"
"2000- 08- 23","1,629.00","1,629.00","1,629.00","1,629.00","","0.12%"
"2000- 08- 22","1,627.00","1,627.00","1,627.00","1,627.00","","-0.06%"
"2000- 08- 21","1,628.00","1,628.00","1,628.00","1,628.00","","-0.06%"
"2000- 08- 18","1,629.00","1,629.00","1,629.00","1,629.00","","-0.12%"
"2000- 08- 17","1,631.00","1,631.00","1,631.00","1,631.00","","-0.06%"
"2000- 08- 16","1,632.00","1,632.00","1,632.00","1,632.00","","-0.12%"
"2000- 08- 15","1,634.00","1,634.00","1,634.00","1,634.00","","-0.18%"
"2000- 08- 14","1,637.00","1,637.00","1,637.00","1,637.00","","-0.18%"
"2000- 08- 11","1,640.00","1,640.00","1,640.00","1,640.00","","-0.06%"
"2000- 08- 10","1,641.00","1,641.00","1,641.00","1,641.00","","-0.06%"
"2000- 08- 09","1,642.00","1,642.00","1,642.00","1,642.00","","-0.30%"
"2000- 08- 08","1,647.00","1,647.00","1,647.00","1,647.00","","-0.24%"
"2000- 08- 07","1,651.00","1,651.00","1,651.00","1,651.00","","0.18%"
"2000- 08- 03","1,648.00","1,648.00","1,648.00","1,648.00","","0.12%"
"2000- 08- 02","1,646.00","1,646.00","1,646.00","1,646.00","","0.06%"
"2000- 08- 01","1,645.00","1,645.00","1,645.00","1,645.00","","0.18%"
"2000- 07- 31","1,642.00","1,642.00","1,642.00","1,642.00","","0.49%"
"2000- 07- 28","1,634.00","1,634.00","1,634.00","1,634.00","","0.37%"
"2000- 07- 27","1,628.00","1,628.00","1,628.00","1,628.00","","0.00%"
"2000- 07- 26","1,628.00","1,628.00","1,628.00","1,628.00","","-0.06%"
"2000- 07- 25","1,629.00","1,629.00","1,629.00","1,629.00","","0.00%"
"2000- 07- 24","1,629.00","1,629.00","1,629.00","1,629.00","","0.06%"
"2000- 07- 21","1,628.00","1,628.00","1,628.00","1,628.00","","-0.06%"
"2000- 07- 20","1,629.00","1,629.00","1,629.00","1,629.00","","0.18%"
"2000- 07- 19","1,626.00","1,626.00","1,626.00","1,626.00","","0.00%"
"2000- 07- 18","1,626.00","1,626.00","1,626.00","1,626.00","","0.31%"
"2000- 07- 17","1,621.00","1,621.00","1,621.00","1,621.00","","0.31%"
"2000- 07- 14","1,616.00","1,616.00","1,616.00","1,616.00","","0.44%"
"2000- 07- 13","1,609.00","1,609.00","1,609.00","1,609.00","","0.31%"
"2000- 07- 12","1,604.00","1,604.00","1,604.00","1,604.00","","0.25%"
"2000- 07- 11","1,600.00","1,600.00","1,600.00","1,600.00","","0.00%"
"2000- 07- 10","1,600.00","1,600.00","1,600.00","1,600.00","","-0.06%"
"2000- 07- 07","1,601.00","1,601.00","1,601.00","1,601.00","","-0.12%"
"2000- 07- 06","1,603.00","1,603.00","1,603.00","1,603.00","","-0.25%"
"2000- 07- 05","1,607.00","1,607.00","1,607.00","1,607.00","","-0.19%"
"2000- 07- 04","1,610.00","1,610.00","1,610.00","1,610.00","","-0.19%"
"2000- 07- 03","1,613.00","1,613.00","1,613.00","1,613.00","","-0.19%"
"2000- 06- 30","1,616.00","1,616.00","1,616.00","1,616.00","","-0.12%"
"2000- 06- 29","1,618.00","1,618.00","1,618.00","1,618.00","","-0.19%"
"2000- 06- 28","1,621.00","1,621.00","1,621.00","1,621.00","","-0.25%"
"2000- 06- 27","1,625.00","1,625.00","1,625.00","1,625.00","","-0.06%"
"2000- 06- 26","1,626.00","1,626.00","1,626.00","1,626.00","","0.12%"
"2000- 06- 23","1,624.00","1,624.00","1,624.00","1,624.00","","0.25%"
"2000- 06- 22","1,620.00","1,620.00","1,620.00","1,620.00","","0.50%"
"2000- 06- 21","1,612.00","1,612.00","1,612.00","1,612.00","","0.81%"
"2000- 06- 20","1,599.00","1,599.00","1,599.00","1,599.00","","0.44%"
"2000- 06- 19","1,592.00","1,592.00","1,592.00","1,592.00","","0.38%"
"2000- 06- 16","1,586.00","1,586.00","1,586.00","1,586.00","","0.57%"
"2000- 06- 15","1,577.00","1,577.00","1,577.00","1,577.00","","0.45%"
"2000- 06- 14","1,570.00","1,570.00","1,570.00","1,570.00","","0.06%"
"2000- 06- 13","1,569.00","1,569.00","1,569.00","1,569.00","","0.19%"
"2000- 06- 12","1,566.00","1,566.00","1,566.00","1,566.00","","0.13%"
"2000- 06- 09","1,564.00","1,564.00","1,564.00","1,564.00","","0.13%"
"2000- 06- 08","1,562.00","1,562.00","1,562.00","1,562.00","","0.19%"
"2000- 06- 07","1,559.00","1,559.00","1,559.00","1,559.00","","0.00%"
"2000- 06- 06","1,559.00","1,559.00","1,559.00","1,559.00","","-0.13%"
"2000- 06- 05","1,561.00","1,561.00","1,561.00","1,561.00","","-0.06%"
"2000- 06- 02","1,562.00","1,562.00","1,562.00","1,562.00","","0.00%"
"2000- 06- 01","1,562.00","1,562.00","1,562.00","1,562.00","","-0.26%"
"2000- 05- 31","1,566.00","1,566.00","1,566.00","1,566.00","","-0.19%"
"2000- 05- 30","1,569.00","1,569.00","1,569.00","1,569.00","","-0.44%"
"2000- 05- 26","1,576.00","1,576.00","1,576.00","1,576.00","","-0.38%"
"2000- 05- 25","1,582.00","1,582.00","1,582.00","1,582.00","","-0.44%"
"2000- 05- 24","1,589.00","1,589.00","1,589.00","1,589.00","","-0.56%"
"2000- 05- 23","1,598.00","1,598.00","1,598.00","1,598.00","","-0.50%"
"2000- 05- 22","1,606.00","1,606.00","1,606.00","1,606.00","","-0.06%"
"2000- 05- 19","1,607.00","1,607.00","1,607.00","1,607.00","","-0.12%"
"2000- 05- 18","1,609.00","1,609.00","1,609.00","1,609.00","","-0.06%"
"2000- 05- 17","1,610.00","1,610.00","1,610.00","1,610.00","","-0.12%"
"2000- 05- 16","1,612.00","1,612.00","1,612.00","1,612.00","","-0.25%"
"2000- 05- 12","1,616.00","1,616.00","1,616.00","1,616.00","","0.12%"
"2000- 05- 11","1,614.00","1,614.00","1,614.00","1,614.00","","0.19%"
"2000- 05- 10","1,611.00","1,611.00","1,611.00","1,611.00","","0.12%"
"2000- 05- 09","1,609.00","1,609.00","1,609.00","1,609.00","","0.12%"
"2000- 05- 08","1,607.00","1,607.00","1,607.00","1,607.00","","-0.12%"
"2000- 05- 05","1,609.00","1,609.00","1,609.00","1,609.00","","0.00%"
"2000- 05- 04","1,609.00","1,609.00","1,609.00","1,609.00","","-0.37%"
"2000- 05- 03","1,615.00","1,615.00","1,615.00","1,615.00","","-0.43%"
"2000- 05- 02","1,622.00","1,622.00","1,622.00","1,622.00","","-0.37%"
"2000- 04- 28","1,628.00","1,628.00","1,628.00","1,628.00","","-0.43%"
"2000- 04- 27","1,635.00","1,635.00","1,635.00","1,635.00","","-0.37%"
"2000- 04- 26","1,641.00","1,641.00","1,641.00","1,641.00","","-0.36%"
"2000- 04- 25","1,647.00","1,647.00","1,647.00","1,647.00","","-0.54%"
"2000- 04- 20","1,656.00","1,656.00","1,656.00","1,656.00","","-0.30%"
"2000- 04- 19","1,661.00","1,661.00","1,661.00","1,661.00","","-0.54%"
"2000- 04- 18","1,670.00","1,670.00","1,670.00","1,670.00","","-0.24%"
"2000- 04- 17","1,674.00","1,674.00","1,674.00","1,674.00","","-0.30%"
"2000- 04- 13","1,679.00","1,679.00","1,679.00","1,679.00","","-0.12%"
"2000- 04- 12","1,681.00","1,681.00","1,681.00","1,681.00","","-0.18%"
"2000- 04- 11","1,684.00","1,684.00","1,684.00","1,684.00","","-0.12%"
"2000- 04- 10","1,686.00","1,686.00","1,686.00","1,686.00","","0.12%"
"2000- 04- 07","1,684.00","1,684.00","1,684.00","1,684.00","","0.12%"
"2000- 04- 06","1,682.00","1,682.00","1,682.00","1,682.00","","0.18%"
"2000- 04- 05","1,679.00","1,679.00","1,679.00","1,679.00","","0.18%"
"2000- 04- 04","1,676.00","1,676.00","1,676.00","1,676.00","","0.42%"
"2000- 04- 03","1,669.00","1,669.00","1,669.00","1,669.00","","0.54%"
"2000- 03- 31","1,660.00","1,660.00","1,660.00","1,660.00","","0.55%"
"2000- 03- 30","1,651.00","1,651.00","1,651.00","1,651.00","","0.79%"
"2000- 03- 29","1,638.00","1,638.00","1,638.00","1,638.00","","0.68%"
"2000- 03- 28","1,627.00","1,627.00","1,627.00","1,627.00","","0.25%"
"2000- 03- 27","1,623.00","1,623.00","1,623.00","1,623.00","","0.31%"
"2000- 03- 24","1,618.00","1,618.00","1,618.00","1,618.00","","0.06%"
"2000- 03- 23","1,617.00","1,617.00","1,617.00","1,617.00","","-0.19%"
"2000- 03- 22","1,620.00","1,620.00","1,620.00","1,620.00","","-0.25%"
"2000- 03- 21","1,624.00","1,624.00","1,624.00","1,624.00","","-0.25%"
"2000- 03- 20","1,628.00","1,628.00","1,628.00","1,628.00","","-0.12%"
"2000- 03- 17","1,630.00","1,630.00","1,630.00","1,630.00","","-0.18%"
"2000- 03- 16","1,633.00","1,633.00","1,633.00","1,633.00","","-0.43%"
"2000- 03- 15","1,640.00","1,640.00","1,640.00","1,640.00","","-0.30%"
"2000- 03- 14","1,645.00","1,645.00","1,645.00","1,645.00","","-0.24%"
"2000- 03- 13","1,649.00","1,649.00","1,649.00","1,649.00","","0.24%"
"2000- 03- 10","1,645.00","1,645.00","1,645.00","1,645.00","","0.67%"
"2000- 03- 09","1,634.00","1,634.00","1,634.00","1,634.00","","0.99%"
"2000- 03- 08","1,618.00","1,618.00","1,618.00","1,618.00","","1.00%"
"2000- 03- 07","1,602.00","1,602.00","1,602.00","1,602.00","","0.88%"
"2000- 03- 06","1,588.00","1,588.00","1,588.00","1,588.00","","0.63%"
"2000- 03- 03","1,578.00","1,578.00","1,578.00","1,578.00","","1.09%"
"2000- 03- 02","1,561.00","1,561.00","1,561.00","1,561.00","","0.90%"
"2000- 03- 01","1,547.00","1,547.00","1,547.00","1,547.00","","1.05%"
"2000- 02- 29","1,531.00","1,531.00","1,531.00","1,531.00","","0.66%"
"2000- 02- 28","1,521.00","1,521.00","1,521.00","1,521.00","","0.66%"
"2000- 02- 25","1,511.00","1,511.00","1,511.00","1,511.00","","0.67%"
"2000- 02- 24","1,501.00","1,501.00","1,501.00","1,501.00","","0.67%"
"2000- 02- 23","1,491.00","1,491.00","1,491.00","1,491.00","","0.68%"
"2000- 02- 22","1,481.00","1,481.00","1,481.00","1,481.00","","1.02%"
"2000- 02- 21","1,466.00","1,466.00","1,466.00","1,466.00","","0.83%"
"2000- 02- 18","1,454.00","1,454.00","1,454.00","1,454.00","","1.11%"
"2000- 02- 17","1,438.00","1,438.00","1,438.00","1,438.00","","1.34%"
"2000- 02- 16","1,419.00","1,419.00","1,419.00","1,419.00","","1.87%"
"2000- 02- 15","1,393.00","1,393.00","1,393.00","1,393.00","","2.05%"
"2000- 02- 14","1,365.00","1,365.00","1,365.00","1,365.00","","1.49%"
"2000- 02- 11","1,345.00","1,345.00","1,345.00","1,345.00","","2.13%"
"2000- 02- 10","1,317.00","1,317.00","1,317.00","1,317.00","","1.86%"
"2000- 02- 09","1,293.00","1,293.00","1,293.00","1,293.00","","1.25%"
"2000- 02- 08","1,277.00","1,277.00","1,277.00","1,277.00","","0.08%"
"2000- 02- 07","1,276.00","1,276.00","1,276.00","1,276.00","","-0.31%"
"2000- 02- 04","1,280.00","1,280.00","1,280.00","1,280.00","","-0.47%"
"2000- 02- 03","1,286.00","1,286.00","1,286.00","1,286.00","","-0.77%"
"2000- 02- 02","1,296.00","1,296.00","1,296.00","1,296.00","","-1.14%"
"2000- 02- 01","1,311.00","1,311.00","1,311.00","1,311.00","","-0.61%"
"2000- 01- 31","1,319.00","1,319.00","1,319.00","1,319.00","","-0.75%"
"2000- 01- 28","1,329.00","1,329.00","1,329.00","1,329.00","","-0.82%"
"2000- 01- 27","1,340.00","1,340.00","1,340.00","1,340.00","","-1.03%"
"2000- 01- 26","1,354.00","1,354.00","1,354.00","1,354.00","","-1.02%"
"2000- 01- 25","1,368.00","1,368.00","1,368.00","1,368.00","","-0.73%"
"2000- 01- 24","1,378.00","1,378.00","1,378.00","1,378.00","","-0.43%"
"2000- 01- 21","1,384.00","1,384.00","1,384.00","1,384.00","","-0.65%"
"2000- 01- 20","1,393.00","1,393.00","1,393.00","1,393.00","","-0.50%"
"2000- 01- 19","1,400.00","1,400.00","1,400.00","1,400.00","","-0.36%"
"2000- 01- 18","1,405.00","1,405.00","1,405.00","1,405.00","","-0.07%"
"2000- 01- 17","1,406.00","1,406.00","1,406.00","1,406.00","","0.14%"
"2000- 01- 14","1,404.00","1,404.00","1,404.00","1,404.00","","0.07%"
"2000- 01- 13","1,403.00","1,403.00","1,403.00","1,403.00","","0.50%"
"2000- 01- 12","1,396.00","1,396.00","1,396.00","1,396.00","","0.58%"
"2000- 01- 11","1,388.00","1,388.00","1,388.00","1,388.00","","0.87%"
"2000- 01- 10","1,376.00","1,376.00","1,376.00","1,376.00","","0.58%"
"2000- 01- 07","1,368.00","1,368.00","1,368.00","1,368.00","","1.26%"
"2000- 01- 06","1,351.00","1,351.00","1,351.00","1,351.00","","1.66%"
"2000- 01- 05","1,329.00","1,329.00","1,329.00","1,329.00","","0.68%"
"2000- 01- 04","1,320.00","1,320.00","1,320.00","1,320.00","","0.08%"
"1999- 12- 24","1,319.00","1,319.00","1,319.00","1,319.00","","-0.08%"
"1999- 12- 23","1,320.00","1,320.00","1,320.00","1,320.00","","-0.30%"
"1999- 12- 22","1,324.00","1,324.00","1,324.00","1,324.00","","-0.38%"
"1999- 12- 21","1,329.00","1,329.00","1,329.00","1,329.00","","-0.37%"
"1999- 12- 20","1,334.00","1,334.00","1,334.00","1,334.00","","-0.67%"
"1999- 12- 17","1,343.00","1,343.00","1,343.00","1,343.00","","-0.44%"
"1999- 12- 16","1,349.00","1,349.00","1,349.00","1,349.00","","-0.30%"
"1999- 12- 15","1,353.00","1,353.00","1,353.00","1,353.00","","-0.37%"
"1999- 12- 14","1,358.00","1,358.00","1,358.00","1,358.00","","-0.15%"
"1999- 12- 13","1,360.00","1,360.00","1,360.00","1,360.00","","0.00%"
"1999- 12- 10","1,360.00","1,360.00","1,360.00","1,360.00","","0.29%"
"1999- 12- 09","1,356.00","1,356.00","1,356.00","1,356.00","","0.52%"
"1999- 12- 08","1,349.00","1,349.00","1,349.00","1,349.00","","0.37%"
"1999- 12- 07","1,344.00","1,344.00","1,344.00","1,344.00","","0.22%"
"1999- 12- 06","1,341.00","1,341.00","1,341.00","1,341.00","","0.00%"
"1999- 12- 03","1,341.00","1,341.00","1,341.00","1,341.00","","-0.07%"
"1999- 12- 02","1,342.00","1,342.00","1,342.00","1,342.00","","-0.15%"
"1999- 12- 01","1,344.00","1,344.00","1,344.00","1,344.00","","-0.52%"
"1999- 11- 30","1,351.00","1,351.00","1,351.00","1,351.00","","-0.30%"
"1999- 11- 29","1,355.00","1,355.00","1,355.00","1,355.00","","0.00%"
"1999- 11- 26","1,355.00","1,355.00","1,355.00","1,355.00","","-0.07%"
"1999- 11- 25","1,356.00","1,356.00","1,356.00","1,356.00","","0.15%"
"1999- 11- 24","1,354.00","1,354.00","1,354.00","1,354.00","","-0.07%"
"1999- 11- 23","1,355.00","1,355.00","1,355.00","1,355.00","","-0.07%"
"1999- 11- 22","1,356.00","1,356.00","1,356.00","1,356.00","","0.15%"
"1999- 11- 19","1,354.00","1,354.00","1,354.00","1,354.00","","0.30%"
"1999- 11- 18","1,350.00","1,350.00","1,350.00","1,350.00","","0.07%"
"1999- 11- 17","1,349.00","1,349.00","1,349.00","1,349.00","","0.22%"
"1999- 11- 16","1,346.00","1,346.00","1,346.00","1,346.00","","0.30%"
"1999- 11- 15","1,342.00","1,342.00","1,342.00","1,342.00","","0.52%"
"1999- 11- 12","1,335.00","1,335.00","1,335.00","1,335.00","","0.75%"
"1999- 11- 11","1,325.00","1,325.00","1,325.00","1,325.00","","1.07%"
"1999- 11- 10","1,311.00","1,311.00","1,311.00","1,311.00","","0.77%"
"1999- 11- 09","1,301.00","1,301.00","1,301.00","1,301.00","","0.39%"
"1999- 11- 08","1,296.00","1,296.00","1,296.00","1,296.00","","0.00%"
"1999- 11- 05","1,296.00","1,296.00","1,296.00","1,296.00","","-0.38%"
"1999- 11- 04","1,301.00","1,301.00","1,301.00","1,301.00","","-0.91%"
"1999- 11- 03","1,313.00","1,313.00","1,313.00","1,313.00","","-0.53%"
"1999- 11- 02","1,320.00","1,320.00","1,320.00","1,320.00","","-1.05%"
"1999- 11- 01","1,334.00","1,334.00","1,334.00","1,334.00","","-1.26%"
"1999- 10- 29","1,351.00","1,351.00","1,351.00","1,351.00","","-1.24%"
"1999- 10- 28","1,368.00","1,368.00","1,368.00","1,368.00","","-0.87%"
"1999- 10- 27","1,380.00","1,380.00","1,380.00","1,380.00","","-0.72%"
"1999- 10- 26","1,390.00","1,390.00","1,390.00","1,390.00","","-0.64%"
"1999- 10- 25","1,399.00","1,399.00","1,399.00","1,399.00","","-0.36%"
"1999- 10- 22","1,404.00","1,404.00","1,404.00","1,404.00","","-0.14%"
"1999- 10- 21","1,406.00","1,406.00","1,406.00","1,406.00","","0.64%"
"1999- 10- 20","1,397.00","1,397.00","1,397.00","1,397.00","","0.87%"
"1999- 10- 19","1,385.00","1,385.00","1,385.00","1,385.00","","0.80%"
"1999- 10- 18","1,374.00","1,374.00","1,374.00","1,374.00","","0.88%"
"1999- 10- 15","1,362.00","1,362.00","1,362.00","1,362.00","","1.49%"
"1999- 10- 14","1,342.00","1,342.00","1,342.00","1,342.00","","1.36%"
"1999- 10- 13","1,324.00","1,324.00","1,324.00","1,324.00","","1.22%"
"1999- 10- 12","1,308.00","1,308.00","1,308.00","1,308.00","","0.54%"
"1999- 10- 11","1,301.00","1,301.00","1,301.00","1,301.00","","0.54%"
"1999- 10- 08","1,294.00","1,294.00","1,294.00","1,294.00","","1.09%"
"1999- 10- 07","1,280.00","1,280.00","1,280.00","1,280.00","","0.71%"
"1999- 10- 06","1,271.00","1,271.00","1,271.00","1,271.00","","0.32%"
"1999- 10- 05","1,267.00","1,267.00","1,267.00","1,267.00","","0.32%"
"1999- 10- 04","1,263.00","1,263.00","1,263.00","1,263.00","","0.48%"
"1999- 10- 01","1,257.00","1,257.00","1,257.00","1,257.00","","1.13%"
"1999- 09- 30","1,243.00","1,243.00","1,243.00","1,243.00","","1.64%"
"1999- 09- 29","1,223.00","1,223.00","1,223.00","1,223.00","","0.49%"
"1999- 09- 28","1,217.00","1,217.00","1,217.00","1,217.00","","0.08%"
"1999- 09- 27","1,216.00","1,216.00","1,216.00","1,216.00","","0.25%"
"1999- 09- 24","1,213.00","1,213.00","1,213.00","1,213.00","","0.00%"
"1999- 09- 23","1,213.00","1,213.00","1,213.00","1,213.00","","0.17%"
"1999- 09- 22","1,211.00","1,211.00","1,211.00","1,211.00","","0.50%"
"1999- 09- 21","1,205.00","1,205.00","1,205.00","1,205.00","","0.67%"
"1999- 09- 20","1,197.00","1,197.00","1,197.00","1,197.00","","0.59%"
"1999- 09- 17","1,190.00","1,190.00","1,190.00","1,190.00","","0.68%"
"1999- 09- 16","1,182.00","1,182.00","1,182.00","1,182.00","","1.81%"
"1999- 09- 15","1,161.00","1,161.00","1,161.00","1,161.00","","1.57%"
"1999- 09- 14","1,143.00","1,143.00","1,143.00","1,143.00","","1.69%"
"1999- 09- 13","1,124.00","1,124.00","1,124.00","1,124.00","","1.54%"
"1999- 09- 10","1,107.00","1,107.00","1,107.00","1,107.00","","1.93%"
"1999- 09- 09","1,086.00","1,086.00","1,086.00","1,086.00","","1.88%"
"1999- 09- 08","1,066.00","1,066.00","1,066.00","1,066.00","","1.43%"
"1999- 09- 07","1,051.00","1,051.00","1,051.00","1,051.00","","0.77%"
"1999- 09- 06","1,043.00","1,043.00","1,043.00","1,043.00","","0.38%"
"1999- 09- 03","1,039.00","1,039.00","1,039.00","1,039.00","","0.10%"
"1999- 09- 02","1,038.00","1,038.00","1,038.00","1,038.00","","-0.10%"
"1999- 09- 01","1,039.00","1,039.00","1,039.00","1,039.00","","0.10%"
"1999- 08- 31","1,038.00","1,038.00","1,038.00","1,038.00","","-0.29%"
"1999- 08- 27","1,041.00","1,041.00","1,041.00","1,041.00","","0.00%"
"1999- 08- 26","1,041.00","1,041.00","1,041.00","1,041.00","","-0.29%"
"1999- 08- 25","1,044.00","1,044.00","1,044.00","1,044.00","","-0.85%"
"1999- 08- 24","1,053.00","1,053.00","1,053.00","1,053.00","","-0.75%"
"1999- 08- 23","1,061.00","1,061.00","1,061.00","1,061.00","","-0.38%"
"1999- 08- 20","1,065.00","1,065.00","1,065.00","1,065.00","","-0.09%"
"1999- 08- 19","1,066.00","1,066.00","1,066.00","1,066.00","","0.00%"
"1999- 08- 18","1,066.00","1,066.00","1,066.00","1,066.00","","0.19%"
"1999- 08- 17","1,064.00","1,064.00","1,064.00","1,064.00","","0.28%"
"1999- 08- 16","1,061.00","1,061.00","1,061.00","1,061.00","","0.28%"
"1999- 08- 13","1,058.00","1,058.00","1,058.00","1,058.00","","0.19%"
"1999- 08- 12","1,056.00","1,056.00","1,056.00","1,056.00","","0.67%"
