"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 06- 18","45.54","47.21","47.76","44.35","1.59M","-3.86%"
"2017- 06- 11","47.37","48.06","49.15","46.70","1.63M","-1.62%"
"2017- 06- 04","48.15","49.87","50.74","47.40","1.87M","-3.60%"
"2017- 05- 28","49.95","52.24","52.61","48.95","1.13M","-4.22%"
"2017- 05- 21","52.15","53.85","54.67","50.71","1.79M","-2.72%"
"2017- 05- 14","53.61","50.89","53.82","50.74","1.70M","5.45%"
"2017- 05- 07","50.84","49.27","51.16","48.39","1.72M","3.54%"
"2017- 04- 30","49.10","51.88","52.16","46.64","1.91M","-5.08%"
"2017- 04- 23","51.73","52.11","52.57","50.45","956.93K","-0.44%"
"2017- 04- 16","51.96","55.55","55.98","51.57","1.72M","-7.03%"
"2017- 04- 09","55.89","55.19","56.65","55.19","1.34M","1.18%"
"2017- 04- 02","55.24","53.62","56.08","52.73","1.45M","4.56%"
"2017- 03- 26","52.83","51.03","53.45","50.03","678.39K","4.00%"
"2017- 03- 19","50.80","51.80","52.22","49.71","1.39M","-1.85%"
"2017- 03- 12","51.76","51.49","52.65","50.25","1.52M","0.76%"
"2017- 03- 05","51.37","55.80","56.65","51.14","1.79M","-8.10%"
"2017- 02- 26","55.90","55.96","57.05","55.03","1.03M","-0.16%"
"2017- 02- 19","55.99","55.90","57.31","55.64","1.18M","0.32%"
"2017- 02- 12","55.81","56.68","56.81","55.10","1.34M","-1.57%"
"2017- 02- 05","56.70","56.85","57.13","54.44","1.53M","-0.19%"
"2017- 01- 29","56.81","55.47","57.45","54.90","997.04K","2.32%"
"2017- 01- 22","55.52","55.70","56.55","54.65","1.24M","0.05%"
"2017- 01- 15","55.49","55.64","56.95","53.77","1.45M","0.07%"
"2017- 01- 08","55.45","56.81","57.00","53.58","1.60M","-2.89%"
"2017- 01- 01","57.10","57.05","58.37","55.30","1.13M","0.49%"
"2016- 12- 25","56.82","55.18","57.20","55.04","355.92K","3.01%"
"2016- 12- 18","55.16","55.40","55.92","54.05","1.06M","-0.09%"
"2016- 12- 11","55.21","55.88","57.89","53.15","1.50M","1.62%"
"2016- 12- 04","54.33","54.40","55.33","52.81","1.47M","-0.24%"
"2016- 11- 27","54.46","46.71","54.53","45.92","1.16M","15.28%"
"2016- 11- 20","47.24","46.92","49.96","46.85","1.25M","0.81%"
"2016- 11- 13","46.86","44.54","47.62","43.57","1.48M","4.72%"
"2016- 11- 06","44.75","45.70","46.95","44.19","1.63M","-1.82%"
"2016- 10- 30","45.58","49.41","49.72","45.08","1.53M","-8.31%"
"2016- 10- 23","49.71","51.89","52.01","49.31","1.05M","-4.00%"
"2016- 10- 16","51.78","51.93","53.14","51.12","1.34M","-0.33%"
"2016- 10- 09","51.95","51.63","53.73","50.92","1.52M","0.04%"
"2016- 10- 02","51.93","50.02","52.84","49.74","1.46M","5.85%"
"2016- 09- 25","49.06","46.05","49.81","45.63","779.77K","6.91%"
"2016- 09- 18","45.89","46.01","48.26","45.09","1.35M","0.26%"
"2016- 09- 11","45.77","47.81","48.63","45.48","1.42M","-4.67%"
"2016- 09- 04","48.01","46.70","50.14","46.29","1.32M","2.52%"
"2016- 08- 28","46.83","49.54","49.76","45.32","780.19K","-6.19%"
"2016- 08- 21","49.92","50.70","50.76","48.48","1.29M","-1.89%"
"2016- 08- 14","50.88","47.14","51.22","46.84","1.46M","8.32%"
"2016- 08- 07","46.97","44.34","47.25","43.46","1.32M","6.10%"
"2016- 07- 31","44.27","43.11","44.49","41.51","1.33M","4.26%"
"2016- 07- 24","42.46","45.70","45.87","41.80","755.34K","-7.07%"
"2016- 07- 17","45.69","47.92","47.95","45.17","1.22M","-4.03%"
"2016- 07- 10","47.61","46.49","48.57","45.90","1.40M","1.82%"
"2016- 07- 03","46.76","50.60","50.75","46.15","1.26M","-7.13%"
"2016- 06- 26","50.35","48.43","50.74","46.69","803.50K","4.01%"
"2016- 06- 19","48.41","49.42","51.24","47.54","1.38M","-1.55%"
"2016- 06- 12","49.17","50.42","50.79","46.94","1.24M","-2.71%"
"2016- 06- 05","50.54","49.83","52.86","49.72","1.12M","1.81%"
"2016- 05- 29","49.64","49.43","50.33","48.65","815.72K","0.65%"
"2016- 05- 22","49.32","48.72","50.51","47.58","1.03M","1.23%"
"2016- 05- 15","48.72","47.80","49.85","47.38","1.43M","1.86%"
"2016- 05- 08","47.83","45.75","48.19","43.33","1.68M","5.42%"
"2016- 05- 01","45.37","47.37","47.40","44.19","1.30M","-5.73%"
"2016- 04- 24","48.13","45.13","48.50","44.26","704.30K","6.69%"
"2016- 04- 17","45.11","41.80","46.18","40.10","1.62M","4.66%"
"2016- 04- 10","43.10","42.00","44.94","41.41","1.51M","2.77%"
"2016- 04- 03","41.94","38.69","42.01","37.27","1.56M","8.46%"
"2016- 03- 27","38.67","40.58","41.00","38.55","645.24K","-4.38%"
"2016- 03- 20","40.44","41.31","42.08","39.22","946.49K","-1.84%"
"2016- 03- 13","41.20","40.25","42.54","38.32","1.29M","2.01%"
"2016- 03- 06","40.39","38.88","41.48","38.87","1.59M","4.31%"
"2016- 02- 28","38.72","35.10","38.95","34.83","1.14M","10.31%"
"2016- 02- 21","35.10","33.25","37.00","32.37","1.26M","6.33%"
"2016- 02- 14","33.01","32.77","35.73","31.82","1.53M","-1.05%"
"2016- 02- 07","33.36","33.99","34.68","29.92","1.59M","-2.06%"
"2016- 01- 31","34.06","35.85","36.25","32.23","1.70M","-1.96%"
"2016- 01- 24","34.74","32.10","35.84","29.27","1.13M","7.96%"
"2016- 01- 17","32.18","28.73","32.30","27.10","1.81M","11.20%"
"2016- 01- 10","28.94","33.34","33.38","28.82","797.40K","-13.74%"
"2016- 01- 03","33.55","37.85","38.99","32.16","1.39M","-10.01%"
"2015- 12- 27","37.28","37.84","37.98","36.10","579.13K","-1.61%"
"2015- 12- 20","37.89","36.55","38.10","35.98","649.41K","2.74%"
"2015- 12- 13","36.88","37.85","39.41","36.33","625.94K","-2.77%"
"2015- 12- 06","37.93","43.26","43.26","37.36","1.24M","-11.79%"
"2015- 11- 29","43.00","44.86","45.75","42.43","1.48M","-4.15%"
"2015- 11- 22","44.86","44.46","46.50","43.57","1.05M","0.45%"
"2015- 11- 15","44.66","44.70","45.50","43.15","1.27M","2.41%"
"2015- 11- 08","43.61","47.46","48.41","43.57","762.98K","-8.03%"
"2015- 11- 01","47.42","49.50","50.91","47.27","1.31M","-4.32%"
"2015- 10- 25","49.56","48.00","50.00","46.41","1.20M","3.27%"
"2015- 10- 18","47.99","50.38","50.68","47.45","1.16M","-4.89%"
"2015- 10- 11","50.46","52.64","53.31","48.21","581.18K","-4.16%"
"2015- 10- 04","52.65","48.08","54.05","47.84","1.21M","9.39%"
"2015- 09- 27","48.13","48.34","49.84","46.93","1.03M","-0.97%"
"2015- 09- 20","48.60","47.64","50.25","47.40","985.01K","2.38%"
"2015- 09- 13","47.47","48.08","50.34","45.98","865.43K","-1.39%"
"2015- 09- 06","48.14","49.27","50.04","46.76","857.13K","-2.96%"
"2015- 08- 30","49.61","50.05","54.32","47.74","1.51M","-0.88%"
"2015- 08- 23","50.05","45.35","50.98","42.23","1.62M","10.10%"
"2015- 08- 16","45.46","48.76","49.44","45.07","1.09M","-7.28%"
"2015- 08- 09","49.03","48.43","51.10","48.24","722.56K","0.86%"
"2015- 08- 02","48.61","51.55","52.01","48.42","1.29M","-6.90%"
"2015- 07- 26","52.21","54.45","54.89","51.63","1.24M","-4.41%"
"2015- 07- 19","54.62","57.12","57.44","54.30","973.56K","-4.34%"
"2015- 07- 12","57.10","58.35","58.83","56.40","571.04K","-2.78%"
"2015- 07- 05","58.73","60.00","60.00","55.10","1.36M","-2.64%"
"2015- 06- 28","60.32","62.85","63.83","60.12","1.10M","-4.65%"
"2015- 06- 21","63.26","62.57","65.05","62.10","1.16M","0.38%"
"2015- 06- 14","63.02","63.62","65.47","62.24","1.07M","-1.33%"
"2015- 06- 07","63.87","63.06","66.36","62.47","854.02K","0.88%"
"2015- 05- 31","63.31","65.59","65.88","60.94","1.21M","-3.43%"
"2015- 05- 24","65.56","65.56","66.22","61.24","1.04M","0.29%"
"2015- 05- 17","65.37","66.91","67.88","63.95","1.10M","-2.16%"
"2015- 05- 10","66.81","65.37","68.17","64.25","735.94K","2.17%"
"2015- 05- 03","65.39","66.40","69.63","64.23","1.21M","-1.61%"
"2015- 04- 26","66.46","65.47","66.93","63.90","1.04M","1.81%"
"2015- 04- 19","65.28","63.85","65.80","61.39","1.27M","2.88%"
"2015- 04- 12","63.45","58.02","64.95","57.46","760.90K","9.64%"
"2015- 04- 05","57.87","55.18","59.27","55.08","926.55K","5.31%"
"2015- 03- 29","54.95","55.96","57.69","54.00","1.00M","-2.59%"
"2015- 03- 22","56.41","55.24","59.78","54.12","1.20M","1.97%"
"2015- 03- 15","55.32","54.41","56.84","52.50","914.68K","1.19%"
"2015- 03- 08","54.67","59.62","60.02","54.43","776.44K","-8.47%"
"2015- 03- 01","59.73","62.50","62.50","59.17","1.22M","-4.55%"
"2015- 02- 22","62.58","60.30","62.83","58.10","1.31M","3.92%"
"2015- 02- 15","60.22","61.49","63.00","57.80","1.20M","-2.11%"
"2015- 02- 08","61.52","57.93","61.77","53.91","852.51K","6.44%"
"2015- 02- 01","57.80","52.68","59.06","51.41","1.77M","9.08%"
"2015- 01- 25","52.99","48.56","53.08","47.57","1.34M","8.61%"
"2015- 01- 18","48.79","50.10","50.45","47.78","1.20M","-2.75%"
"2015- 01- 11","50.17","49.93","50.62","45.19","865.74K","0.12%"
"2015- 01- 04","50.11","56.25","56.30","48.90","1.48M","-11.18%"
"2014- 12- 28","56.42","59.65","60.43","55.48","635.34K","-5.10%"
"2014- 12- 21","59.45","61.99","62.97","59.21","513.11K","-3.14%"
"2014- 12- 14","61.38","61.20","63.70","58.50","948.60K","-0.76%"
"2014- 12- 07","61.85","68.79","68.79","61.35","971.34K","-10.45%"
"2014- 11- 30","69.07","70.15","73.03","67.53","1.25M","-1.54%"
"2014- 11- 23","70.15","80.50","80.85","69.78","1.12M","-12.71%"
"2014- 11- 16","80.36","79.50","81.61","77.56","1.12M","1.20%"
"2014- 11- 09","79.41","83.26","84.97","76.76","838.85K","-4.77%"
"2014- 11- 02","83.39","85.85","86.40","81.63","1.35M","-2.88%"
"2014- 10- 26","85.86","86.08","87.94","84.55","1.09M","-0.31%"
"2014- 10- 19","86.13","86.35","87.19","84.12","1.29M","-0.03%"
"2014- 10- 12","86.16","89.89","90.18","82.60","670.08K","-4.49%"
"2014- 10- 05","90.21","91.90","93.21","88.11","1.05M","-2.27%"
"2014- 09- 28","92.31","96.81","97.80","91.48","1.21M","-4.84%"
"2014- 09- 21","97.00","98.50","98.50","95.60","936.17K","-1.41%"
"2014- 09- 14","98.39","96.90","99.61","96.21","761.86K","1.32%"
"2014- 09- 07","97.11","100.80","101.00","96.72","821.66K","-3.68%"
"2014- 08- 31","100.82","102.95","103.30","100.17","971.41K","-2.30%"
"2014- 08- 24","103.19","102.10","103.40","101.65","733.11K","0.88%"
"2014- 08- 17","102.29","103.21","103.30","101.07","836.50K","-1.20%"
"2014- 08- 10","103.53","105.00","105.43","101.92","600.82K","-1.42%"
"2014- 08- 03","105.02","104.82","106.85","104.07","1.02M","0.17%"
"2014- 07- 27","104.84","108.30","108.38","104.39","985.45K","-3.28%"
"2014- 07- 20","108.39","107.15","108.46","106.73","1.03M","1.07%"
"2014- 07- 13","107.24","106.42","108.62","104.39","681.97K","0.54%"
"2014- 07- 06","106.66","110.65","110.92","106.27","881.92K","-3.60%"
"2014- 06- 29","110.64","113.30","113.30","110.53","1.01M","-2.35%"
"2014- 06- 22","113.30","114.99","115.66","112.90","979.68K","-1.32%"
"2014- 06- 15","114.81","112.73","115.71","112.16","1.11M","1.23%"
"2014- 06- 08","113.41","108.68","114.69","108.55","684.82K","4.42%"
"2014- 06- 01","108.61","109.70","109.87","107.77","931.33K","-0.73%"
"2014- 05- 25","109.41","110.40","110.80","109.22","727.76K","-1.02%"
"2014- 05- 18","110.54","109.82","111.04","109.10","908.24K","0.72%"
"2014- 05- 11","109.75","107.94","110.60","107.94","641.84K","1.72%"
"2014- 05- 04","107.89","108.92","109.02","106.96","894.32K","-0.64%"
"2014- 04- 27","108.59","109.50","110.20","106.85","1.07M","-0.90%"
"2014- 04- 20","109.58","109.76","110.65","108.53","886.36K","0.05%"
"2014- 04- 13","109.53","107.42","110.36","107.26","508.72K","2.05%"
"2014- 04- 06","107.33","106.35","108.14","105.13","783.50K","0.57%"
"2014- 03- 30","106.72","108.00","108.33","103.95","1.02M","-1.25%"
"2014- 03- 23","108.07","107.01","108.39","106.44","801.44K","1.08%"
"2014- 03- 16","106.92","108.55","108.60","105.41","898.29K","-1.52%"
"2014- 03- 09","108.57","108.73","108.85","106.98","554.56K","-0.39%"
"2014- 03- 02","109.00","109.44","112.39","107.37","1.13M","-0.06%"
"2014- 02- 23","109.07","109.65","110.77","108.40","969.85K","-0.71%"
"2014- 02- 16","109.85","109.13","110.82","108.64","676.67K","0.71%"
"2014- 02- 09","109.08","109.75","109.75","107.85","570.64K","-0.45%"
"2014- 02- 02","109.57","106.40","109.74","105.40","1.07M","2.98%"
"2014- 01- 26","106.40","107.91","108.40","106.30","1.02M","-1.37%"
"2014- 01- 19","107.88","106.28","108.33","105.81","1.03M","1.31%"
"2014- 01- 12","106.48","107.25","107.64","105.44","546.84K","-0.72%"
"2014- 01- 05","107.25","106.80","108.20","106.03","929.50K","0.34%"
"2013- 12- 29","106.89","112.20","112.64","106.79","587.84K","-4.72%"
"2013- 12- 22","112.18","111.55","112.80","111.27","326.41K","0.37%"
"2013- 12- 15","111.77","109.15","111.89","107.80","690.62K","2.70%"
"2013- 12- 08","108.83","111.69","111.79","108.02","818.70K","-2.49%"
"2013- 12- 01","111.61","109.60","113.02","109.28","1.07M","1.75%"
"2013- 11- 24","109.69","109.00","111.66","108.05","861.07K","-1.22%"
"2013- 11- 17","111.05","108.50","111.40","106.51","1.16M","2.35%"
"2013- 11- 10","108.50","105.17","108.96","105.15","662.84K","3.22%"
"2013- 11- 03","105.12","105.78","106.58","102.98","1.20M","-0.75%"
"2013- 10- 27","105.91","107.04","110.16","105.78","1.22M","-0.95%"
"2013- 10- 20","106.93","109.96","110.94","106.27","1.21M","-2.74%"
"2013- 10- 13","109.94","110.87","111.41","108.71","631.18K","-1.20%"
"2013- 10- 06","111.28","109.21","112.00","107.89","916.44K","1.66%"
"2013- 09- 29","109.46","108.20","109.85","106.81","872.60K","0.76%"
"2013- 09- 22","108.63","109.22","110.09","107.43","912.18K","-0.54%"
"2013- 09- 15","109.22","111.25","111.49","107.41","1.03M","-3.16%"
"2013- 09- 08","112.78","115.93","116.18","110.59","598.15K","-2.88%"
"2013- 09- 01","116.12","114.00","116.56","112.20","855.45K","1.85%"
"2013- 08- 25","114.01","111.15","117.34","110.50","1.16M","2.67%"
"2013- 08- 18","111.04","110.53","111.23","108.61","991.42K","0.58%"
"2013- 08- 11","110.40","108.13","111.53","107.43","573.10K","2.01%"
"2013- 08- 04","108.22","109.09","109.44","105.85","930.58K","-0.67%"
"2013- 07- 28","108.95","107.19","110.09","105.73","957.10K","1.66%"
"2013- 07- 21","107.17","108.30","108.68","106.25","882.47K","-0.83%"
"2013- 07- 14","108.07","108.99","109.72","107.01","713.03K","-0.68%"
"2013- 07- 07","108.81","108.00","109.14","106.79","861.68K","1.01%"
"2013- 06- 30","107.72","101.90","107.88","101.63","990.53K","5.44%"
"2013- 06- 23","102.16","100.61","103.44","99.67","1.05M","1.24%"
"2013- 06- 16","100.91","105.77","106.67","100.04","1.04M","-4.74%"
"2013- 06- 09","105.93","104.56","106.64","101.82","629.16K","1.31%"
"2013- 06- 02","104.56","100.15","105.01","99.66","1.17M","4.15%"
"2013- 05- 26","100.39","102.52","104.69","100.03","874.08K","-2.19%"
"2013- 05- 19","102.64","104.75","105.31","100.64","918.43K","-1.91%"
"2013- 05- 12","104.64","103.26","104.87","101.20","660.20K","0.70%"
"2013- 05- 05","103.91","104.25","105.94","101.56","1.04M","-0.27%"
"2013- 04- 28","104.19","102.79","104.92","98.76","1.27M","1.00%"
"2013- 04- 21","103.16","99.56","103.49","98.78","1.13M","3.52%"
"2013- 04- 14","99.65","103.03","103.09","96.75","1.13M","-3.36%"
"2013- 04- 07","103.11","104.28","106.50","101.09","793.40K","-0.97%"
"2013- 03- 31","104.12","110.15","111.79","103.62","1.17M","-5.36%"
"2013- 03- 24","110.02","106.86","110.10","106.80","789.13K","2.19%"
"2013- 03- 17","107.66","109.83","109.83","106.90","941.94K","-1.97%"
"2013- 03- 10","109.82","110.67","111.20","107.91","621.43K","-0.93%"
"2013- 03- 03","110.85","110.58","112.23","109.14","1.10M","0.41%"
"2013- 02- 24","110.40","114.19","115.87","109.82","1.14M","-3.24%"
"2013- 02- 17","114.10","117.81","118.19","113.32","836.79K","-3.03%"
"2013- 02- 10","117.66","118.90","119.12","116.28","670.44K","-1.04%"
"2013- 02- 03","118.90","116.50","119.17","115.01","1.10M","1.83%"
"2013- 01- 27","116.76","113.45","117.07","112.60","1.02M","3.07%"
"2013- 01- 20","113.28","111.67","113.84","111.35","938.08K","1.24%"
"2013- 01- 13","111.89","110.62","112.46","109.45","619.99K","1.13%"
"2013- 01- 06","110.64","111.42","113.29","109.60","934.49K","-0.60%"
"2012- 12- 30","111.31","110.35","112.90","109.38","663.44K","0.62%"
"2012- 12- 23","110.62","109.02","111.52","108.13","347.44K","1.51%"
"2012- 12- 16","108.97","108.30","110.66","107.58","697.93K","-0.16%"
"2012- 12- 09","109.15","107.30","110.50","107.01","592.32K","1.99%"
"2012- 12- 02","107.02","110.96","112.33","106.63","990.76K","-3.78%"
"2012- 11- 25","111.23","111.16","111.48","108.44","923.41K","-0.13%"
"2012- 11- 18","111.38","109.20","112.20","109.01","821.05K","2.23%"
"2012- 11- 11","108.95","109.59","111.12","107.38","656.84K","-0.41%"
"2012- 11- 04","109.40","105.55","111.64","104.76","1.14M","3.52%"
"2012- 10- 28","105.68","109.65","110.26","105.50","932.63K","-3.53%"
"2012- 10- 21","109.55","109.95","110.97","106.80","1.13M","-0.54%"
"2012- 10- 14","110.14","114.64","116.20","109.90","771.05K","-3.91%"
"2012- 10- 07","114.62","111.99","116.02","110.54","827.28K","2.32%"
"2012- 09- 30","112.02","112.34","113.27","107.67","1.03M","-0.33%"
"2012- 09- 23","112.39","111.50","113.40","108.45","993.01K","0.87%"
"2012- 09- 16","111.42","116.67","117.02","107.10","1.14M","-4.49%"
"2012- 09- 09","116.66","114.55","117.95","113.92","643.23K","2.11%"
"2012- 09- 02","114.25","114.70","116.65","112.34","984.91K","-0.28%"
"2012- 08- 26","114.57","113.80","115.50","111.50","911.74K","0.86%"
"2012- 08- 19","113.59","113.83","116.38","112.87","950.28K","-0.11%"
"2012- 08- 12","113.71","113.40","117.03","112.70","526.93K","0.67%"
"2012- 08- 05","112.95","108.60","113.54","107.90","796.88K","3.68%"
"2012- 07- 29","108.94","106.37","109.13","104.06","1.02M","2.32%"
"2012- 07- 22","106.47","106.90","106.94","102.10","1.06M","-0.34%"
"2012- 07- 15","106.83","102.76","108.18","102.07","771.59K","4.33%"
"2012- 07- 08","102.40","98.15","103.44","97.73","884.74K","4.29%"
"2012- 07- 01","98.19","97.60","102.34","95.30","1.15M","0.40%"
"2012- 06- 24","97.80","91.65","98.29","89.60","1.19M","7.50%"
"2012- 06- 17","90.98","98.04","99.50","88.49","1.43M","-6.79%"
"2012- 06- 10","97.61","100.24","102.21","96.33","801.82K","-1.87%"
"2012- 06- 03","99.47","98.43","102.45","95.63","1.10M","1.06%"
"2012- 05- 27","98.43","106.83","108.04","97.54","1.09M","-7.86%"
"2012- 05- 20","106.83","107.40","109.43","105.03","928.35K","-0.29%"
"2012- 05- 13","107.14","112.07","112.67","106.40","872.78K","-4.56%"
"2012- 05- 06","112.26","112.80","113.64","110.34","1.04M","-0.81%"
"2012- 04- 29","113.18","119.70","120.02","111.76","1.11M","-5.55%"
"2012- 04- 22","119.83","118.70","120.17","117.21","1.02M","0.90%"
"2012- 04- 15","118.76","121.00","121.00","116.70","1.12M","-2.52%"
"2012- 04- 08","121.83","122.85","122.86","119.05","635.27K","-1.30%"
"2012- 04- 01","123.43","122.94","125.97","121.70","860.92K","0.45%"
"2012- 03- 25","122.88","125.04","126.18","121.37","962.65K","-1.80%"
"2012- 03- 18","125.13","125.60","127.06","122.30","863.37K","-0.54%"
"2012- 03- 11","125.81","125.84","126.79","120.97","572.38K","-0.13%"
"2012- 03- 04","125.98","123.37","126.37","121.59","931.21K","1.88%"
"2012- 02- 26","123.65","125.25","128.40","120.50","1.07M","-1.45%"
"2012- 02- 19","125.47","120.00","125.55","119.21","763.55K","4.93%"
"2012- 02- 12","119.58","117.69","120.70","117.00","757.41K","1.94%"
"2012- 02- 05","117.31","114.58","118.79","113.65","1.04M","2.38%"
"2012- 01- 29","114.58","111.50","114.71","110.25","1.06M","2.80%"
"2012- 01- 22","111.46","110.04","111.99","108.91","970.27K","1.46%"
"2012- 01- 15","109.86","110.70","112.76","109.42","754.75K","-0.53%"
"2012- 01- 08","110.44","113.42","115.12","109.71","839.16K","-2.32%"
"2012- 01- 01","113.06","108.35","114.64","108.35","796.13K","5.29%"
"2011- 12- 25","107.38","108.16","109.50","106.50","367.51K","-0.54%"
"2011- 12- 18","107.96","103.63","108.55","102.37","638.97K","4.46%"
"2011- 12- 11","103.35","108.75","111.10","102.46","550.96K","-4.85%"
"2011- 12- 04","108.62","110.36","111.62","107.11","779.75K","-1.20%"
"2011- 11- 27","109.94","106.73","112.03","106.63","1.01M","3.33%"
"2011- 11- 20","106.40","107.46","109.45","105.65","787.24K","-1.08%"
"2011- 11- 13","107.56","114.63","114.83","106.97","891.54K","-5.78%"
"2011- 11- 06","114.16","112.41","116.48","111.26","1.04M","1.96%"
"2011- 10- 30","111.97","110.13","112.48","106.10","1.05M","1.87%"
"2011- 10- 23","109.91","109.32","112.79","108.76","1.08M","0.32%"
"2011- 10- 16","109.56","112.46","113.86","107.31","1.19M","-4.46%"
"2011- 10- 09","114.68","106.01","114.80","105.65","548.73K","8.31%"
"2011- 10- 02","105.88","102.00","106.64","99.11","1.05M","3.04%"
"2011- 09- 25","102.76","103.61","107.54","101.66","1.09M","-1.16%"
"2011- 09- 18","103.97","111.71","112.44","103.43","1.11M","-7.35%"
"2011- 09- 11","112.22","112.43","116.10","110.42","614.80K","-0.49%"
"2011- 09- 04","112.77","112.50","116.60","109.85","854.74K","0.39%"
"2011- 08- 28","112.33","110.77","115.36","110.53","897.23K","0.87%"
"2011- 08- 21","111.36","108.50","111.70","105.15","1.10M","2.52%"
"2011- 08- 14","108.62","108.10","111.74","105.06","836.44K","0.55%"
"2011- 08- 07","108.03","108.50","109.16","98.74","1.21M","-1.23%"
"2011- 07- 31","109.37","117.00","120.40","104.30","1.31M","-6.31%"
"2011- 07- 24","116.74","118.36","119.05","115.75","867.96K","-1.63%"
"2011- 07- 17","118.67","117.55","119.25","114.66","810.12K","1.20%"
"2011- 07- 10","117.26","118.27","119.86","114.95","599.72K","-0.90%"
"2011- 07- 03","118.33","111.30","119.87","110.45","849.93K","5.87%"
"2011- 06- 26","111.77","105.36","113.24","102.28","1.00M","6.33%"
"2011- 06- 19","105.12","112.96","114.48","103.62","1.36M","-7.15%"
"2011- 06- 12","113.21","118.46","121.47","111.05","854.53K","-4.69%"
"2011- 06- 05","118.78","115.96","120.07","113.80","1.06M","2.54%"
"2011- 05- 29","115.84","114.87","117.49","113.40","790.33K","0.70%"
"2011- 05- 22","115.03","112.12","115.68","108.58","941.49K","2.35%"
"2011- 05- 15","112.39","113.56","114.00","108.07","815.77K","-1.27%"
"2011- 05- 08","113.83","110.20","118.43","109.05","1.29M","4.31%"
"2011- 05- 01","109.13","126.10","126.54","105.15","1.38M","-13.31%"
"2011- 04- 24","125.89","123.99","126.66","122.71","696.71K","1.53%"
"2011- 04- 17","123.99","123.15","124.81","119.03","689.98K","0.44%"
"2011- 04- 10","123.45","126.58","127.02","120.00","668.29K","-2.53%"
"2011- 04- 03","126.65","119.05","126.91","118.75","836.78K","6.70%"
"2011- 03- 27","118.70","115.75","119.14","113.52","781.30K","2.69%"
"2011- 03- 20","115.59","114.75","116.40","114.15","723.75K","1.46%"
"2011- 03- 13","113.93","113.60","117.29","107.35","669.63K","0.08%"
"2011- 03- 06","113.84","116.12","118.50","112.13","991.01K","-1.84%"
"2011- 02- 27","115.97","112.50","117.81","111.25","956.95K","3.42%"
"2011- 02- 20","112.14","102.96","119.79","102.93","1.12M","9.38%"
"2011- 02- 13","102.52","101.13","104.52","100.73","1.01M","1.07%"
"2011- 02- 06","101.43","99.83","102.88","97.51","682.42K","1.60%"
"2011- 01- 30","99.83","99.61","103.37","98.50","897.82K","0.41%"
"2011- 01- 23","99.42","97.59","99.74","94.75","1.07M","1.86%"
"2011- 01- 16","97.60","98.33","98.75","95.43","850.12K","-1.09%"
"2011- 01- 09","98.68","93.80","99.20","93.60","601.76K","5.73%"
"2011- 01- 02","93.33","94.75","96.17","92.37","863.12K","-1.50%"
"2010- 12- 26","94.75","93.76","95.20","92.18","333.81K","1.05%"
"2010- 12- 19","93.77","91.65","94.74","91.02","443.95K","2.29%"
"2010- 12- 12","91.67","90.65","92.42","90.33","504.82K","1.32%"
"2010- 12- 05","90.48","91.46","92.86","89.86","766.89K","-1.03%"
"2010- 11- 28","91.42","85.50","91.85","85.41","911.68K","6.82%"
"2010- 11- 21","85.58","84.34","86.50","82.43","693.29K","1.47%"
"2010- 11- 14","84.34","86.44","87.37","82.96","833.82K","-2.32%"
"2010- 11- 07","86.34","88.30","89.70","85.76","836.20K","-2.01%"
"2010- 10- 31","88.11","83.13","88.80","82.82","865.73K","5.97%"
"2010- 10- 24","83.15","83.15","84.20","81.85","905.49K","0.23%"
"2010- 10- 17","82.96","83.05","84.50","80.75","991.87K","0.62%"
"2010- 10- 10","82.45","84.33","85.46","81.95","609.11K","-1.88%"
"2010- 10- 03","84.03","83.81","86.02","81.86","835.49K","0.33%"
"2010- 09- 26","83.75","79.01","83.81","77.60","837.26K","6.19%"
"2010- 09- 19","78.87","78.20","80.00","76.75","776.64K","0.84%"
"2010- 09- 12","78.21","78.23","79.90","77.25","540.43K","0.06%"
"2010- 09- 05","78.16","76.62","78.85","75.56","751.10K","1.94%"
"2010- 08- 29","76.67","76.65","77.46","74.24","759.66K","0.03%"
"2010- 08- 22","76.65","74.46","76.93","71.75","883.59K","3.22%"
"2010- 08- 15","74.26","75.12","77.69","74.00","631.03K","-1.13%"
"2010- 08- 08","75.11","80.49","81.38","74.67","722.62K","-6.30%"
"2010- 08- 01","80.16","78.11","82.86","78.10","778.07K","2.53%"
"2010- 07- 25","78.18","77.45","78.31","74.80","791.05K","0.94%"
"2010- 07- 18","77.45","75.13","78.10","74.75","734.89K","2.76%"
"2010- 07- 11","75.37","75.19","77.79","73.67","442.83K","-0.07%"
"2010- 07- 04","75.42","71.56","75.86","70.77","599.58K","5.26%"
"2010- 06- 27","71.65","78.14","78.66","71.21","838.28K","-8.28%"
"2010- 06- 20","78.12","78.49","79.86","75.40","741.32K","-0.13%"
"2010- 06- 13","78.22","74.51","79.10","74.44","669.20K","5.21%"
"2010- 06- 06","74.35","71.55","75.88","70.50","753.17K","3.13%"
"2010- 05- 30","72.09","74.02","76.55","71.48","742.55K","-2.61%"
"2010- 05- 23","74.02","71.80","75.74","68.15","810.35K","3.26%"
"2010- 05- 16","71.68","78.05","78.47","70.20","1.07M","-7.13%"
"2010- 05- 09","77.18","78.90","81.76","76.80","597.19K","-1.39%"
