"날짜","종가","시가","고가","저가","거래량","변동 %"
"2010- 05- 02","78.27","87.44","89.58","77.51","975.37K","-10.49%"
"2010- 04- 25","87.44","87.27","87.75","84.88","822.24K","0.22%"
"2010- 04- 18","87.25","85.74","87.33","83.25","942.50K","1.47%"
"2010- 04- 11","85.99","84.87","87.58","83.51","581.67K","1.37%"
"2010- 04- 04","84.83","84.47","86.63","83.95","645.41K","0.98%"
"2010- 03- 28","84.01","79.48","84.50","79.48","562.39K","5.95%"
"2010- 03- 21","79.29","79.61","81.17","78.00","808.36K","-0.74%"
"2010- 03- 14","79.88","79.09","82.08","77.25","569.46K","0.62%"
"2010- 03- 07","79.39","80.21","81.46","78.70","702.04K","-0.63%"
"2010- 02- 28","79.89","77.69","80.53","76.21","869.14K","2.96%"
"2010- 02- 21","77.59","78.44","78.94","75.29","794.86K","-0.77%"
"2010- 02- 14","78.19","73.12","78.45","72.29","728.54K","7.26%"
"2010- 02- 07","72.90","70.36","74.00","69.21","661.90K","4.76%"
"2010- 01- 31","69.59","71.35","76.99","67.87","1.10M","-2.62%"
"2010- 01- 24","71.46","72.46","73.80","71.02","771.05K","-1.88%"
"2010- 01- 17","72.83","76.91","77.85","72.17","779.63K","-5.55%"
"2010- 01- 10","77.11","81.53","82.45","76.81","559.91K","-5.24%"
"2010- 01- 03","81.37","78.49","82.21","78.34","701.03K","4.41%"
"2009- 12- 27","77.93","76.30","78.94","76.20","246.50K","2.12%"
"2009- 12- 20","76.31","73.62","76.50","71.97","360.70K","3.47%"
"2009- 12- 13","73.75","71.47","74.84","71.16","481.44K","2.60%"
"2009- 12- 06","71.88","77.83","78.25","71.02","742.70K","-7.28%"
"2009- 11- 29","77.52","77.46","79.91","76.40","791.45K","0.44%"
"2009- 11- 22","77.18","77.55","79.58","73.70","729.08K","-0.03%"
"2009- 11- 15","77.20","76.79","80.14","76.50","693.81K","2.18%"
"2009- 11- 08","75.55","76.26","78.92","75.03","559.47K","-0.42%"
"2009- 11- 01","75.87","75.24","79.45","74.98","775.21K","0.89%"
"2009- 10- 25","75.20","78.49","80.10","75.09","785.75K","-4.71%"
"2009- 10- 18","78.92","77.09","80.26","76.04","704.21K","2.51%"
"2009- 10- 11","76.99","70.29","77.22","70.29","477.97K","9.99%"
"2009- 10- 04","70.00","67.45","70.56","65.90","688.81K","2.84%"
"2009- 09- 27","68.07","65.42","69.79","64.49","663.74K","4.55%"
"2009- 09- 20","65.11","71.17","71.45","64.08","738.47K","-8.71%"
"2009- 09- 13","71.32","67.68","72.20","66.66","497.73K","5.36%"
"2009- 09- 06","67.69","66.69","70.88","66.38","604.53K","1.30%"
"2009- 08- 30","66.82","72.79","72.95","65.96","628.32K","-8.20%"
"2009- 08- 23","72.79","74.21","74.75","70.42","599.52K","-1.89%"
"2009- 08- 16","74.19","71.35","74.97","69.21","580.85K","2.46%"
"2009- 08- 09","72.41","73.23","74.72","71.68","315.56K","-1.60%"
"2009- 08- 02","73.59","71.98","76.00","71.50","554.22K","2.64%"
"2009- 07- 26","71.70","70.06","72.12","66.14","657.09K","1.96%"
"2009- 07- 19","70.32","65.03","70.46","65.03","559.43K","7.56%"
"2009- 07- 12","65.38","60.66","65.93","59.49","345.38K","8.03%"
"2009- 07- 05","60.52","65.20","65.46","59.53","594.85K","-7.76%"
"2009- 06- 28","65.61","68.95","73.50","65.25","599.43K","-4.80%"
"2009- 06- 21","68.92","69.47","70.81","65.90","631.90K","-0.39%"
"2009- 06- 14","69.19","70.93","72.40","68.56","450.12K","-2.44%"
"2009- 06- 07","70.92","67.79","72.27","66.88","466.25K","3.78%"
"2009- 05- 31","68.34","65.77","69.91","64.91","576.28K","4.30%"
"2009- 05- 24","65.52","61.00","65.80","58.41","441.20K","7.80%"
"2009- 05- 17","60.78","56.17","60.94","55.91","516.60K","8.57%"
"2009- 05- 10","55.98","57.80","59.05","55.85","414.84K","-3.72%"
"2009- 05- 03","58.14","52.60","58.50","52.36","484.25K","10.01%"
"2009- 04- 26","52.85","51.04","53.05","48.40","543.45K","2.28%"
"2009- 04- 19","51.67","53.06","53.06","48.31","547.81K","-3.15%"
"2009- 04- 12","53.35","53.98","54.12","50.90","291.73K","-1.31%"
"2009- 04- 05","54.06","53.50","54.31","49.80","412.16K","1.10%"
"2009- 03- 29","53.47","51.50","54.26","47.26","584.20K","2.87%"
"2009- 03- 22","51.98","51.30","53.86","51.10","474.29K","1.48%"
"2009- 03- 15","51.22","44.25","51.70","42.59","435.26K","14.00%"
"2009- 03- 08","44.93","45.42","46.36","41.30","479.15K","0.18%"
"2009- 03- 01","44.85","45.56","46.54","41.60","546.33K","-3.24%"
"2009- 02- 22","46.35","41.66","46.63","40.30","573.11K","10.65%"
"2009- 02- 15","41.89","44.30","45.50","39.35","459.81K","-6.52%"
"2009- 02- 08","44.81","46.06","48.42","43.92","420.34K","-3.03%"
"2009- 02- 01","46.21","46.06","47.48","43.70","475.52K","0.72%"
"2009- 01- 25","45.88","47.46","49.65","43.55","585.08K","-5.15%"
"2009- 01- 18","48.37","46.30","48.61","42.85","564.80K","3.87%"
"2009- 01- 11","46.57","44.57","49.12","41.84","353.28K","4.84%"
"2009- 01- 04","44.42","48.20","52.21","42.79","568.97K","-5.31%"
"2008- 12- 28","46.91","39.78","47.33","38.10","295.46K","22.26%"
"2008- 12- 21","38.37","44.65","44.77","36.20","222.96K","-12.80%"
"2008- 12- 14","44.00","46.00","49.96","43.03","422.74K","-5.19%"
"2008- 12- 07","46.41","40.48","48.36","40.48","476.16K","16.78%"
"2008- 11- 30","39.74","53.00","53.00","39.35","535.33K","-25.71%"
"2008- 11- 23","53.49","50.00","54.90","48.00","498.11K","8.74%"
"2008- 11- 16","49.19","53.37","56.15","47.40","568.44K","-9.31%"
"2008- 11- 09","54.24","58.38","61.98","50.60","431.12K","-5.42%"
"2008- 11- 02","57.35","64.30","67.76","56.44","624.08K","-12.20%"
"2008- 10- 26","65.32","61.93","68.35","59.02","605.04K","5.27%"
"2008- 10- 19","62.05","70.65","73.61","61.00","595.95K","-10.85%"
"2008- 10- 12","69.60","77.00","80.74","65.45","348.34K","-6.06%"
"2008- 10- 05","74.09","88.30","88.65","73.14","521.88K","-17.91%"
"2008- 09- 28","90.25","103.29","103.29","88.00","580.52K","-12.84%"
"2008- 09- 21","103.54","99.50","107.11","99.50","584.58K","3.95%"
"2008- 09- 14","99.61","95.99","100.50","88.90","565.57K","2.08%"
"2008- 09- 07","97.58","105.74","106.90","96.33","455.60K","-6.25%"
"2008- 08- 31","104.09","115.50","115.56","103.43","484.67K","-8.73%"
"2008- 08- 24","114.05","113.00","118.26","111.65","521.20K","0.11%"
"2008- 08- 17","113.92","112.30","120.93","110.70","526.78K","1.22%"
"2008- 08- 10","112.55","113.85","115.32","110.31","330.70K","-0.69%"
"2008- 08- 03","113.33","125.30","125.30","112.80","520.06K","-8.74%"
"2008- 07- 27","124.18","124.40","127.94","120.88","531.31K","-0.27%"
"2008- 07- 20","124.52","131.04","133.75","123.39","516.39K","-4.36%"
"2008- 07- 13","130.19","144.37","145.55","129.66","384.48K","-9.90%"
"2008- 07- 06","144.49","144.40","147.50","135.50","518.19K","0.05%"
"2008- 06- 29","144.42","141.29","146.69","139.54","398.92K","2.93%"
"2008- 06- 22","140.31","134.56","142.97","132.00","544.93K","4.04%"
"2008- 06- 15","134.86","134.79","139.32","131.48","538.24K","0.45%"
"2008- 06- 08","134.25","137.25","137.74","130.50","378.97K","-2.50%"
"2008- 06- 01","137.69","127.22","138.12","121.32","582.89K","7.76%"
"2008- 05- 25","127.78","131.25","133.41","125.00","514.78K","-2.88%"
"2008- 05- 18","131.57","125.28","135.14","123.59","608.54K","5.26%"
"2008- 05- 11","124.99","125.63","126.34","120.10","414.60K","-0.33%"
"2008- 05- 04","125.40","114.54","125.90","114.21","568.66K","9.46%"
"2008- 04- 27","114.56","117.32","117.51","108.42","624.31K","-1.53%"
"2008- 04- 20","116.34","113.85","117.56","112.49","616.42K","2.12%"
"2008- 04- 13","113.92","108.26","114.22","108.09","394.99K","4.75%"
"2008- 04- 06","108.75","104.68","109.98","104.60","512.57K","3.67%"
"2008- 03- 30","104.90","103.36","105.32","98.99","559.92K","1.09%"
"2008- 03- 23","103.77","99.75","105.60","98.70","492.54K","3.38%"
"2008- 03- 16","100.38","106.00","107.97","98.00","561.09K","-6.67%"
"2008- 03- 09","107.55","102.30","108.02","101.20","390.48K","5.05%"
"2008- 03- 02","102.38","100.12","103.98","96.92","643.00K","2.28%"
"2008- 02- 24","100.10","97.23","101.27","96.34","584.90K","3.19%"
"2008- 02- 17","97.01","94.90","99.22","94.44","493.41K","2.52%"
"2008- 02- 10","94.63","92.68","95.80","91.09","438.78K","2.93%"
"2008- 02- 03","91.94","89.10","92.32","86.83","566.03K","2.80%"
"2008- 01- 27","89.44","90.70","92.83","88.95","624.46K","-1.61%"
"2008- 01- 20","90.90","89.57","91.40","85.00","574.28K","1.87%"
"2008- 01- 13","89.23","91.07","93.25","88.21","374.63K","-2.02%"
"2008- 01- 06","91.07","96.69","97.48","90.83","570.06K","-5.91%"
"2007- 12- 30","96.79","94.29","98.50","93.25","311.22K","3.10%"
"2007- 12- 23","93.88","92.29","95.87","91.35","199.26K","1.54%"
"2007- 12- 16","92.46","91.69","92.95","89.33","441.62K","-0.23%"
"2007- 12- 09","92.67","88.77","94.44","87.51","349.21K","4.55%"
"2007- 12- 02","88.64","88.74","91.91","86.56","530.48K","0.43%"
"2007- 11- 25","88.26","95.90","96.65","87.55","666.09K","-7.83%"
"2007- 11- 18","95.76","91.87","96.53","90.98","408.69K","4.52%"
"2007- 11- 11","91.62","92.54","93.46","87.88","422.61K","-1.67%"
"2007- 11- 04","93.18","91.84","95.19","90.18","503.83K","1.19%"
"2007- 10- 28","92.08","88.69","92.21","86.13","547.20K","3.82%"
"2007- 10- 21","88.69","83.66","89.30","81.63","521.57K","5.85%"
"2007- 10- 14","83.79","80.00","84.88","80.00","415.34K","4.02%"
"2007- 10- 07","80.55","78.42","80.92","75.64","394.56K","2.09%"
"2007- 09- 30","78.90","79.25","79.54","76.31","447.52K","-0.34%"
"2007- 09- 23","79.17","78.90","81.05","76.36","541.33K","-0.16%"
"2007- 09- 16","79.30","76.20","79.94","75.52","557.21K","4.04%"
"2007- 09- 09","76.22","74.83","77.93","73.86","323.29K","1.53%"
"2007- 09- 02","75.07","72.69","75.70","72.69","371.92K","3.27%"
"2007- 08- 26","72.69","70.55","73.09","69.49","399.80K","2.93%"
"2007- 08- 19","70.62","69.70","70.84","68.14","430.88K","0.26%"
"2007- 08- 12","70.44","70.40","72.24","68.87","246.44K","0.07%"
"2007- 08- 05","70.39","74.45","74.73","68.95","462.07K","-5.83%"
"2007- 07- 29","74.75","76.06","77.18","74.24","439.12K","-1.98%"
"2007- 07- 22","76.26","77.32","77.50","74.23","464.54K","-1.78%"
"2007- 07- 15","77.64","77.55","78.40","75.03","364.57K","0.09%"
"2007- 07- 08","77.57","75.46","77.70","74.91","242.31K","2.58%"
"2007- 07- 01","75.62","71.22","76.01","70.92","351.67K","5.90%"
"2007- 06- 24","71.41","70.75","71.60","69.40","448.86K","0.32%"
"2007- 06- 17","71.18","71.59","72.25","69.56","488.81K","-0.41%"
"2007- 06- 10","71.47","68.69","71.88","68.20","238.73K","4.18%"
"2007- 06- 03","68.60","68.94","71.72","68.41","442.85K","-0.68%"
"2007- 05- 27","69.07","70.50","70.50","66.80","425.53K","-2.29%"
"2007- 05- 20","70.69","69.44","71.80","69.10","514.47K","1.83%"
"2007- 05- 13","69.42","66.65","70.35","65.93","346.86K","3.88%"
"2007- 05- 06","66.83","65.18","66.98","63.80","437.11K","2.33%"
"2007- 04- 29","65.31","68.23","68.73","64.95","490.90K","-4.53%"
"2007- 04- 22","68.41","66.51","68.75","65.98","463.52K","2.89%"
"2007- 04- 15","66.49","68.75","69.17","64.76","485.22K","-3.60%"
"2007- 04- 08","68.97","67.87","69.59","66.38","155.64K","1.07%"
"2007- 04- 01","68.24","67.91","69.58","66.93","304.49K","0.21%"
"2007- 03- 25","68.10","63.55","69.14","63.33","511.77K","7.79%"
"2007- 03- 18","63.18","60.64","63.68","60.00","498.02K","4.78%"
"2007- 03- 11","60.30","61.01","62.11","59.79","268.42K","-1.36%"
"2007- 03- 04","61.13","61.70","62.84","60.00","405.02K","-1.53%"
"2007- 02- 25","62.08","61.05","62.74","60.10","465.21K","1.97%"
"2007- 02- 18","60.88","58.80","61.68","56.81","474.72K","3.27%"
"2007- 02- 11","58.95","58.51","59.03","56.10","348.59K","-0.10%"
"2007- 02- 04","59.01","58.55","59.63","56.74","471.65K","1.03%"
"2007- 01- 28","58.41","55.46","58.67","53.56","529.29K","5.64%"
"2007- 01- 21","55.29","53.75","55.88","52.18","518.62K","3.46%"
"2007- 01- 14","53.44","53.09","53.63","50.75","372.75K","0.93%"
"2007- 01- 07","52.95","55.86","57.19","51.65","490.84K","-4.83%"
"2006- 12- 31","55.64","60.88","61.64","54.50","385.16K","-8.58%"
"2006- 12- 24","60.86","62.54","63.30","60.04","177.62K","-2.50%"
"2006- 12- 17","62.42","63.34","63.59","61.47","335.21K","-1.69%"
"2006- 12- 10","63.49","62.16","63.61","61.05","199.56K","2.07%"
"2006- 12- 03","62.20","64.59","64.75","62.13","367.46K","-3.74%"
"2006- 11- 26","64.62","59.78","64.92","59.47","470.81K","7.65%"
"2006- 11- 19","60.03","58.50","60.58","58.24","334.67K","1.76%"
"2006- 11- 12","58.99","59.80","61.37","57.85","330.95K","-1.21%"
"2006- 11- 05","59.71","58.94","61.43","58.44","419.30K","0.95%"
"2006- 10- 29","59.15","61.20","61.20","57.39","488.04K","-3.16%"
"2006- 10- 22","61.08","59.25","62.35","58.52","424.71K","2.35%"
"2006- 10- 15","59.68","59.40","62.50","58.82","387.80K","0.27%"
"2006- 10- 08","59.52","60.25","61.66","58.16","343.71K","-0.52%"
"2006- 10- 01","59.83","62.70","62.82","57.70","454.96K","-4.24%"
"2006- 09- 24","62.48","60.05","63.63","59.32","450.36K","3.43%"
"2006- 09- 17","60.41","63.47","64.86","60.11","406.79K","-4.61%"
"2006- 09- 10","63.33","65.20","65.44","61.96","287.44K","-3.06%"
"2006- 09- 03","65.33","69.15","69.49","65.16","309.46K","-5.52%"
"2006- 08- 27","69.15","72.21","72.47","68.82","377.68K","-4.88%"
"2006- 08- 20","72.70","72.59","74.09","71.61","347.53K","0.55%"
"2006- 08- 13","72.30","75.16","75.26","71.31","211.61K","-4.40%"
"2006- 08- 06","75.63","76.15","78.65","75.10","224.10K","-0.71%"
"2006- 07- 30","76.17","73.22","77.47","72.70","372.62K","3.79%"
"2006- 07- 23","73.39","73.85","75.54","72.78","445.51K","-0.49%"
"2006- 07- 16","73.75","77.98","78.18","72.59","485.92K","-4.56%"
"2006- 07- 09","77.27","73.20","78.03","72.11","217.74K","5.11%"
"2006- 07- 02","73.51","73.26","75.09","72.45","299.05K","0.00%"
"2006- 06- 25","73.51","69.86","73.69","69.47","354.45K","5.12%"
"2006- 06- 18","69.93","68.75","70.38","67.42","406.55K","1.64%"
"2006- 06- 11","68.80","70.50","71.20","66.33","224.77K","-2.38%"
"2006- 06- 04","70.48","72.20","72.67","67.73","375.62K","-0.77%"
"2006- 05- 28","71.03","70.80","71.99","69.01","355.20K","0.62%"
"2006- 05- 21","70.59","68.95","71.35","67.63","368.89K","2.78%"
"2006- 05- 14","68.68","71.50","71.50","68.25","317.85K","-4.85%"
"2006- 05- 07","72.18","71.10","73.88","69.06","349.37K","1.83%"
"2006- 04- 30","70.88","71.98","74.97","69.79","355.71K","-2.23%"
"2006- 04- 23","72.50","74.63","74.76","70.45","428.17K","-2.25%"
"2006- 04- 16","74.17","70.99","74.79","70.52","367.08K","5.75%"
"2006- 04- 09","70.14","67.30","70.99","67.30","184.25K","4.24%"
"2006- 04- 02","67.29","66.30","68.24","65.73","325.76K","2.09%"
"2006- 03- 26","65.91","63.50","67.05","62.80","345.72K","3.78%"
"2006- 03- 19","63.51","63.29","63.90","60.98","349.85K","0.40%"
"2006- 03- 12","63.26","60.80","64.35","60.60","168.08K","3.99%"
"2006- 03- 05","60.83","64.18","64.18","59.26","331.79K","-5.22%"
"2006- 02- 26","64.18","62.20","64.64","60.36","343.11K","2.52%"
"2006- 02- 19","62.60","60.00","62.87","59.81","329.25K","4.52%"
"2006- 02- 12","59.89","59.26","60.97","57.90","266.21K","0.42%"
"2006- 02- 05","59.64","63.85","64.50","59.41","257.51K","-5.92%"
"2006- 01- 29","63.39","66.50","67.27","62.15","353.08K","-4.30%"
"2006- 01- 22","66.24","67.05","67.11","63.87","375.52K","-0.29%"
"2006- 01- 15","66.43","62.40","67.32","62.40","333.29K","6.70%"
"2006- 01- 08","62.26","62.75","63.28","61.04","256.60K","-0.73%"
"2006- 01- 01","62.72","59.35","63.09","59.08","281.53K","6.34%"
"2005- 12- 25","58.98","56.10","59.23","55.52","129.39K","4.04%"
"2005- 12- 18","56.69","57.12","57.73","55.81","225.66K","-0.77%"
"2005- 12- 11","57.13","58.03","60.40","57.06","241.23K","-0.31%"
"2005- 12- 04","57.31","57.22","59.58","56.85","340.73K","0.46%"
"2005- 11- 27","57.05","55.30","57.21","53.75","322.29K","3.71%"
"2005- 11- 20","55.01","55.25","56.66","54.75","226.80K","0.24%"
"2005- 11- 13","54.88","55.25","56.78","53.90","237.72K","-0.20%"
"2005- 11- 06","54.99","58.90","59.25","54.74","286.05K","-7.19%"
"2005- 10- 30","59.25","59.24","60.65","57.44","288.87K","-0.29%"
"2005- 10- 23","59.42","58.01","60.78","57.36","303.25K","1.61%"
"2005- 10- 16","58.48","60.28","61.12","57.05","339.60K","-1.47%"
"2005- 10- 09","59.35","59.20","61.31","57.43","205.66K","0.24%"
"2005- 10- 02","59.21","63.63","63.96","58.24","272.56K","-6.73%"
"2005- 09- 25","63.48","62.16","64.72","61.00","308.79K","1.67%"
"2005- 09- 18","62.44","62.35","65.80","62.01","369.64K","1.02%"
"2005- 09- 11","61.81","62.83","63.96","61.14","212.58K","-1.64%"
"2005- 09- 04","62.84","66.00","66.08","61.59","262.68K","-4.87%"
"2005- 08- 28","66.06","66.65","68.89","64.83","282.00K","1.83%"
"2005- 08- 21","64.87","64.40","66.65","63.59","317.44K","0.79%"
"2005- 08- 14","64.36","65.73","66.85","61.45","272.17K","-3.15%"
"2005- 08- 07","66.45","61.30","66.77","61.24","308.10K","8.81%"
"2005- 07- 31","61.07","59.85","61.26","59.37","290.25K","2.86%"
"2005- 07- 24","59.37","57.55","59.84","56.56","300.72K","3.11%"
"2005- 07- 17","57.58","57.80","58.54","55.25","307.31K","-0.05%"
"2005- 07- 10","57.61","57.60","59.58","56.50","243.27K","-1.01%"
"2005- 07- 03","58.20","57.65","60.70","55.55","268.94K","1.15%"
"2005- 06- 26","57.54","58.85","59.59","55.04","294.47K","-1.41%"
"2005- 06- 19","58.36","57.80","58.58","56.38","296.36K","1.04%"
"2005- 06- 12","57.76","52.55","57.95","52.55","196.21K","9.66%"
"2005- 06- 05","52.67","54.30","54.62","51.61","253.29K","-2.77%"
"2005- 05- 29","54.17","50.47","54.24","49.87","225.02K","6.84%"
"2005- 05- 22","50.70","47.91","50.80","47.47","282.06K","5.56%"
"2005- 05- 15","48.03","48.36","49.80","47.60","244.38K","-1.29%"
"2005- 05- 08","48.66","51.40","52.43","47.71","232.84K","-4.16%"
"2005- 05- 01","50.77","51.78","51.98","49.66","195.43K","-0.63%"
"2005- 04- 24","51.09","55.54","55.74","50.35","233.09K","-7.06%"
"2005- 04- 17","54.97","51.15","55.40","50.44","217.00K","6.51%"
"2005- 04- 10","51.61","52.80","53.60","50.40","112.56K","-2.42%"
"2005- 04- 03","52.89","56.80","57.65","52.58","163.03K","-6.41%"
"2005- 03- 27","56.51","53.00","56.60","51.80","165.93K","4.78%"
"2005- 03- 20","53.93","55.59","55.87","52.65","168.44K","-2.99%"
"2005- 03- 13","55.59","53.09","56.15","52.46","121.94K","4.69%"
"2005- 03- 06","53.10","51.74","54.30","50.95","145.14K","2.51%"
"2005- 02- 27","51.80","50.00","53.00","49.05","230.53K","4.41%"
"2005- 02- 20","49.61","46.45","49.90","46.39","256.25K","7.06%"
"2005- 02- 13","46.34","45.07","46.64","44.65","187.56K","3.44%"
"2005- 02- 06","44.80","43.70","44.92","42.46","154.98K","2.07%"
"2005- 01- 30","43.89","44.50","45.95","43.15","187.51K","-2.36%"
"2005- 01- 23","44.95","46.20","47.35","44.50","202.24K","-1.71%"
"2005- 01- 16","45.73","45.35","46.35","43.73","197.93K","1.28%"
"2005- 01- 09","45.15","43.20","45.47","42.50","107.07K","4.56%"
"2005- 01- 02","43.18","39.40","43.75","38.81","163.61K","6.72%"
"2004- 12- 26","40.46","38.70","40.59","38.40","79.96K","0.97%"
"2004- 12- 19","40.07","43.10","43.40","39.95","138.09K","-7.65%"
"2004- 12- 12","43.39","37.80","43.45","37.00","119.26K","16.08%"
"2004- 12- 05","37.38","39.50","40.52","37.30","180.40K","-5.03%"
"2004- 11- 28","39.36","44.70","46.70","38.85","232.50K","-11.69%"
"2004- 11- 21","44.57","44.95","45.95","43.50","177.94K","-0.71%"
"2004- 11- 14","44.89","42.19","44.90","40.05","220.87K","6.10%"
"2004- 11- 07","42.31","46.30","46.30","42.20","139.63K","-8.85%"
"2004- 10- 31","46.42","49.20","49.60","45.45","219.05K","-5.23%"
"2004- 10- 24","48.98","51.30","51.94","47.68","258.17K","-4.37%"
"2004- 10- 17","51.22","50.30","51.65","47.90","240.27K","2.58%"
"2004- 10- 10","49.93","49.60","51.50","48.50","141.86K","0.44%"
"2004- 10- 03","49.71","46.25","49.75","45.80","194.64K","6.63%"
"2004- 09- 26","46.62","45.70","46.80","45.05","180.40K","2.85%"
"2004- 09- 19","45.33","42.55","45.75","42.10","201.20K","6.78%"
"2004- 09- 12","42.45","41.05","42.52","40.00","209.57K","5.60%"
"2004- 09- 05","40.20","41.30","42.60","40.00","201.24K","-2.50%"
"2004- 08- 29","41.23","39.75","43.04","39.20","182.00K","1.45%"
"2004- 08- 22","40.64","43.88","44.05","39.67","253.14K","-6.66%"
"2004- 08- 15","43.54","43.85","45.15","42.15","193.86K","-0.77%"
"2004- 08- 08","43.88","40.40","43.92","40.27","179.63K","8.00%"
"2004- 08- 01","40.63","39.70","41.50","39.54","203.14K","1.50%"
"2004- 07- 25","40.03","38.50","40.05","37.75","209.16K","4.60%"
"2004- 07- 18","38.27","37.50","38.40","36.96","202.45K","0.71%"
"2004- 07- 11","38.00","36.95","38.58","36.11","156.24K","2.56%"
"2004- 07- 04","37.05","36.10","37.80","36.10","200.25K","3.15%"
"2004- 06- 27","35.92","34.60","36.45","33.08","233.52K","2.72%"
"2004- 06- 20","34.97","36.04","36.59","34.60","265.06K","-3.42%"
"2004- 06- 13","36.21","35.75","36.70","34.73","197.86K","2.17%"
"2004- 06- 06","35.44","35.67","36.55","34.43","209.77K","-0.64%"
"2004- 05- 30","35.67","37.15","39.12","35.50","201.69K","-2.49%"
"2004- 05- 23","36.58","36.10","38.20","35.95","255.22K","0.19%"
"2004- 05- 16","36.51","38.25","38.50","36.35","239.76K","-5.80%"
"2004- 05- 09","38.76","36.74","38.90","35.33","210.46K","4.76%"
"2004- 05- 02","37.00","35.22","37.20","34.95","181.75K","7.31%"
"2004- 04- 25","34.48","33.35","35.00","33.25","241.10K","4.20%"
"2004- 04- 18","33.09","33.58","34.20","32.31","242.50K","-1.63%"
"2004- 04- 11","33.64","33.70","34.05","32.42","126.57K","0.90%"
"2004- 04- 04","33.34","30.80","33.40","30.15","172.14K","10.36%"
"2004- 03- 28","30.21","31.66","33.00","29.95","228.81K","-5.56%"
"2004- 03- 21","31.99","33.04","33.60","31.20","214.00K","-3.82%"
"2004- 03- 14","33.26","32.50","33.82","32.34","192.76K","3.16%"
"2004- 03- 07","32.24","33.51","33.57","31.62","200.49K","-3.33%"
"2004- 02- 29","33.35","32.33","33.58","31.81","198.78K","3.48%"
"2004- 02- 22","32.23","30.55","32.35","30.45","237.57K","5.02%"
"2004- 02- 15","30.69","30.55","31.37","30.00","186.26K","0.39%"
"2004- 02- 08","30.57","29.05","30.78","28.77","184.80K","6.04%"
"2004- 02- 01","28.83","29.00","30.38","28.44","211.87K","-1.20%"
"2004- 01- 25","29.18","30.76","30.83","28.81","258.27K","-5.75%"
"2004- 01- 18","30.96","30.65","31.32","30.20","212.91K","1.61%"
"2004- 01- 11","30.47","31.43","32.12","29.45","182.99K","-2.87%"
"2004- 01- 04","31.37","29.65","31.80","29.65","223.10K","6.99%"
"2003- 12- 28","29.32","29.50","30.20","29.15","78.17K","0.89%"
"2003- 12- 21","29.06","30.00","30.11","28.47","100.00K","-3.29%"
"2003- 12- 14","30.05","29.61","31.15","29.60","168.76K","-1.05%"
"2003- 12- 07","30.37","28.91","30.50","28.89","194.85K","5.67%"
"2003- 11- 30","28.74","28.43","29.65","27.76","232.59K","1.02%"
"2003- 11- 23","28.45","29.01","29.15","27.40","197.32K","-3.10%"
"2003- 11- 16","29.36","29.56","30.52","28.65","261.67K","-0.68%"
"2003- 11- 09","29.56","29.26","29.75","28.65","187.60K","2.25%"
"2003- 11- 02","28.91","27.98","29.20","26.97","210.14K","4.37%"
"2003- 10- 26","27.70","28.66","28.80","26.75","235.65K","-3.08%"
"2003- 10- 19","28.58","28.75","29.25","27.85","245.81K","-1.55%"
"2003- 10- 12","29.03","30.71","31.20","28.55","153.99K","-6.05%"
"2003- 10- 05","30.90","28.94","31.50","28.32","153.52K","7.63%"
"2003- 09- 28","28.71","26.78","28.78","26.74","188.24K","7.77%"
"2003- 09- 21","26.64","25.20","27.20","25.05","197.38K","5.21%"
"2003- 09- 14","25.32","26.77","26.85","25.10","193.21K","-5.42%"
"2003- 09- 07","26.77","27.37","27.72","26.25","184.42K","-1.62%"
"2003- 08- 31","27.21","29.45","29.55","26.81","238.74K","-7.73%"
"2003- 08- 24","29.49","29.40","29.89","29.10","149.68K","-0.71%"
"2003- 08- 17","29.70","29.20","30.15","28.02","177.00K","3.09%"
"2003- 08- 10","28.81","29.85","30.20","28.38","183.79K","-3.93%"
"2003- 08- 03","29.99","29.63","30.59","29.30","194.39K","0.00%"
"2003- 07- 27","29.99","28.00","30.05","27.61","189.06K","6.42%"
"2003- 07- 20","28.18","29.00","29.00","27.29","219.22K","-2.59%"
"2003- 07- 13","28.93","28.95","29.30","28.33","162.79K","-0.89%"
"2003- 07- 06","29.19","27.85","29.60","27.21","177.44K","5.65%"
"2003- 06- 29","27.63","27.55","28.76","27.10","184.76K","1.21%"
"2003- 06- 22","27.30","27.15","27.75","26.51","183.33K","1.04%"
"2003- 06- 15","27.02","26.65","27.16","25.80","236.50K","-1.60%"
"2003- 06- 08","27.46","27.78","28.52","27.10","151.87K","-1.15%"
"2003- 06- 01","27.78","26.70","27.87","26.35","195.79K","5.55%"
"2003- 05- 25","26.32","26.28","26.72","25.27","161.50K","0.30%"
"2003- 05- 18","26.24","26.30","26.70","25.32","228.33K","0.54%"
"2003- 05- 11","26.10","25.58","27.01","24.84","186.80K","3.98%"
"2003- 05- 04","25.10","24.25","25.47","23.37","182.29K","6.72%"
"2003- 04- 27","23.52","23.75","24.39","23.05","198.13K","-2.37%"
"2003- 04- 20","24.09","25.95","26.11","23.50","215.84K","-6.92%"
"2003- 04- 13","25.88","24.65","25.90","24.20","125.76K","4.57%"
"2003- 04- 06","24.75","24.30","25.40","23.40","151.62K","0.28%"
"2003- 03- 30","24.68","26.36","27.56","24.30","185.84K","-6.34%"
"2003- 03- 23","26.35","24.50","27.74","24.50","207.20K","8.21%"
"2003- 03- 16","24.35","30.35","31.65","24.00","266.15K","-22.40%"
