,Dow Jones,S&P500,S&P500_return,GDP,CPI,Inflation,BDI,BDI_return,BDI_vol,30_yield,3m_yield,7_yield,cond_vol
1994-10-03,3843.18,462.7099914550781,-0.002098548533503673,7453.937858695652,87.83666666666666,3.49015598,1747.0,0.053494975188851476,0.013501177601125017,782.0,480.0,746.0,0.0387148486436413
1994-10-04,3843.18,462.7099914550781,-0.015606035194229774,7453.937858695652,87.83666666666666,3.49015598,1747.0,0.053494975188851476,0.013501177601125017,782.0,480.0,746.0,0.0387148486436413
1994-10-05,3843.18,462.7099914550781,-0.002356559968853935,7453.937858695652,87.83666666666666,3.49015598,1747.0,0.053494975188851476,0.013501177601125017,782.0,480.0,746.0,0.0387148486436413
1994-10-06,3843.18,462.7099914550781,-0.0025610551706061876,7453.937858695652,87.83666666666666,3.49015598,1747.0,0.053494975188851476,0.013501177601125017,782.0,480.0,746.0,0.0387148486436413
1994-10-07,3797.43,455.1000061035156,0.006038897813099292,7459.657630434782,87.72258064516129,3.512989748387097,1827.0,0.04477524624395022,0.006165779467047759,791.0,502.0,754.0,0.0371537195235751
1994-10-10,3797.43,455.1000061035156,0.008620182413851228,7459.657630434782,87.72258064516129,3.512989748387097,1827.0,0.04477524624395022,0.006165779467047759,791.0,502.0,754.0,0.0371537195235751
1994-10-11,3797.43,455.1000061035156,0.014597536275588508,7459.657630434782,87.72258064516129,3.512989748387097,1827.0,0.04477524624395022,0.006165779467047759,791.0,502.0,754.0,0.0371537195235751
1994-10-12,3797.43,455.1000061035156,-0.0006872566919196882,7459.657630434782,87.72258064516129,3.512989748387097,1827.0,0.04477524624395022,0.006165779467047759,791.0,502.0,754.0,0.0371537195235751
1994-10-13,3797.43,455.1000061035156,0.0049718450999916555,7459.657630434782,87.72258064516129,3.512989748387097,1827.0,0.04477524624395022,0.006165779467047759,791.0,502.0,754.0,0.0371537195235751
1994-10-14,3910.47,469.1000061035156,0.002796482814050432,7464.755532608695,87.63225806451614,3.5300302548387097,1855.0,0.015209418663528708,0.020906197173508202,783.0,500.0,745.0,0.0349205325784123
1994-10-17,3910.47,469.1000061035156,-0.0002985196039521567,7464.755532608695,87.63225806451614,3.5300302548387097,1855.0,0.015209418663528708,0.020906197173508202,783.0,500.0,745.0,0.0349205325784123
1994-10-18,3910.47,469.1000061035156,-0.002775914745622379,7464.755532608695,87.63225806451614,3.5300302548387097,1855.0,0.015209418663528708,0.020906197173508202,783.0,500.0,745.0,0.0349205325784123
1994-10-19,3910.47,469.1000061035156,0.00558671540789004,7464.755532608695,87.63225806451614,3.5300302548387097,1855.0,0.015209418663528708,0.020906197173508202,783.0,500.0,745.0,0.0349205325784123
1994-10-20,3910.47,469.1000061035156,-0.007320239400085402,7464.755532608695,87.63225806451614,3.5300302548387097,1855.0,0.015209418663528708,0.020906197173508202,783.0,500.0,745.0,0.0349205325784123
1994-10-21,3891.29,464.8900146484375,-0.004207170031246622,7469.853434782608,87.54193548387097,3.5470707612903225,1871.0,0.008588351232554163,0.0046818016791352725,799.0,515.0,763.0,0.0380540512046045
1994-10-24,3891.29,464.8900146484375,-0.008771667681502185,7469.853434782608,87.54193548387097,3.5470707612903225,1871.0,0.008588351232554163,0.0046818016791352725,799.0,515.0,763.0,0.0380540512046045
1994-10-25,3891.29,464.8900146484375,0.0015178723113471507,7469.853434782608,87.54193548387097,3.5470707612903225,1871.0,0.008588351232554163,0.0046818016791352725,799.0,515.0,763.0,0.0380540512046045
1994-10-26,3891.29,464.8900146484375,0.002358917601101839,7469.853434782608,87.54193548387097,3.5470707612903225,1871.0,0.008588351232554163,0.0046818016791352725,799.0,515.0,763.0,0.0380540512046045
1994-10-27,3891.29,464.8900146484375,0.006957734794863234,7469.853434782608,87.54193548387097,3.5470707612903225,1871.0,0.008588351232554163,0.0046818016791352725,799.0,515.0,763.0,0.0380540512046045
