,Dow Jones,S&P500,S&P500_return,GDP,CPI,Inflation,BDI,BDI_return,BDI_vol,30_yield,3m_yield,7_yield,cond_vol
1986-03-31,1821.72,238.97000122070312,-0.0002929973651198594,4543.6757333333335,80.01935483870969,3.0772713193548387,727.5,-0.008213598537388856,0.004717573201916692,763.0,653.0,735.0,0.0896699323296964
1986-04-01,1821.72,238.97000122070312,-0.01586394993945074,4543.6757333333335,80.01935483870969,3.0772713193548387,727.5,-0.008213598537388856,0.004717573201916692,763.0,653.0,735.0,0.0896699323296964
1986-04-02,1821.72,238.97000122070312,0.002421185495529519,4543.6757333333335,80.01935483870969,3.0772713193548387,727.5,-0.008213598537388856,0.004717573201916692,763.0,653.0,735.0,0.0896699323296964
1986-04-03,1821.72,238.97000122070312,-0.013841074644448295,4543.6757333333335,80.01935483870969,3.0772713193548387,727.5,-0.008213598537388856,0.004717573201916692,763.0,653.0,735.0,0.0896699323296964
1986-04-04,1739.22,228.69000244140625,-0.01639380435107563,4547.394802197802,79.10000000000001,3.0009582999999997,701.5,-0.03639309950313193,0.0199259162233298,753.0,641.0,733.0,0.0951632652835184
1986-04-07,1739.22,228.69000244140625,-0.0002623876409389052,4547.394802197802,79.10000000000001,3.0009582999999997,701.5,-0.03639309950313193,0.0199259162233298,753.0,641.0,733.0,0.0951632652835184
1986-04-08,1739.22,228.69000244140625,0.02116274713880184,4547.394802197802,79.10000000000001,3.0009582999999997,701.5,-0.03639309950313193,0.0199259162233298,753.0,641.0,733.0,0.0951632652835184
1986-04-09,1739.22,228.69000244140625,0.0009844233270271674,4547.394802197802,79.10000000000001,3.0009582999999997,701.5,-0.03639309950313193,0.0199259162233298,753.0,641.0,733.0,0.0951632652835184
1986-04-10,1739.22,228.69000244140625,0.011442318113062726,4547.394802197802,79.10000000000001,3.0009582999999997,701.5,-0.03639309950313193,0.0199259162233298,753.0,641.0,733.0,0.0951632652835184
1986-04-11,1790.18,235.97000122070312,-0.0019898028074479815,4552.189340659341,78.4,2.9621867,685.0,-0.023802061280290353,0.008903208509550313,737.0,613.0,713.0,0.0874887048281359
1986-04-14,1790.18,235.97000122070312,0.00553618977064271,4552.189340659341,78.4,2.9621867,685.0,-0.023802061280290353,0.008903208509550313,737.0,613.0,713.0,0.0874887048281359
1986-04-15,1790.18,235.97000122070312,0.0018946846932225755,4552.189340659341,78.4,2.9621867,685.0,-0.023802061280290353,0.008903208509550313,737.0,613.0,713.0,0.0874887048281359
1986-04-16,1790.18,235.97000122070312,0.018710851194274347,4552.189340659341,78.4,2.9621867,685.0,-0.023802061280290353,0.008903208509550313,737.0,613.0,713.0,0.0874887048281359
