,Predictions,Ground Truths
2005-05-27,-0.26368655066203206,-0.3634757237525401
2005-06-03,-0.30793734488446994,-0.2477580556736137
2005-06-10,-0.19682724951764907,-0.0367793062594743
2005-06-17,0.03215100546858024,0.1127306115091572
2005-06-24,0.16287712956209496,0.2064208803251548
2005-07-01,0.18409063087406607,0.2068554527022529
2005-07-08,0.12464414103095803,0.1181805480932088
2005-07-15,0.02905545403564848,-0.1323768045125583
2005-07-22,-0.18885669351526554,-0.262172847439072
2005-07-29,-0.2611804480399901,-0.413861156865579
2005-08-05,-0.3552043325867857,-0.5994889488897184
2005-08-12,-0.5074852521724343,-0.5109910680021854
2005-08-19,-0.40670783586772136,-0.2934654744941178
2005-08-26,-0.1662535265544648,-0.2004278030973339
2005-09-02,-0.1015441400637577,0.0094081969193404
2005-09-09,0.04939883208087023,-0.0140769731054143
2005-09-16,-0.03860821332436343,-0.1509224789948783
2005-09-23,-0.2211816264445447,0.1309950527766968
2005-09-30,0.13926712045147646,0.0955050478459569
2005-10-07,0.1257081538303833,0.0586918080282187
2005-10-14,0.0323366535810147,0.0896942832655537
2005-10-21,0.042459118125502016,-0.3437018098330519
2005-10-28,-0.36519291545693494,-0.3940547557695072
2005-11-04,-0.3692561203655269,-0.3640420076214473
2005-11-11,-0.2688646883201909,-0.301149764556679
2005-11-18,-0.18496051297513885,-0.2579305601001038
2005-11-25,-0.18386436813001536,-0.2946342049215643
2005-12-02,-0.2673809402002356,-0.4209620628485513
2005-12-09,-0.39558427138113994,-0.5298830867479521
2005-12-16,-0.46322742743675344,-0.363023769761226
2005-12-23,-0.25399418559471143,-0.2476263903475735
2005-12-30,-0.1253894638431297,-0.2379941042610544
2006-01-06,-0.17829834403867664,-0.0789266715922267
2006-01-13,-0.055395005832589085,-0.263832177183882
2006-01-20,-0.26210522333228964,-0.4546985618555886
2006-01-27,-0.4362374378660073,-0.4270909471841428
2006-02-03,-0.3514434119286331,-0.5527444655138306
2006-02-10,-0.4299990265088245,-0.4722868290014073
2006-02-17,-0.35161666488142423,-0.5073720053557303
2006-02-24,-0.3964566415821549,-0.4144675755366244
2006-03-03,-0.31686741119567396,-0.2862886759977517
2006-03-10,-0.19279768617598925,-0.2420195628390757
2006-03-17,-0.1727683264459806,-0.1506241338437106
2006-03-24,-0.1100749968758995,-0.1496602693474938
2006-03-31,-0.12712358355304357,-0.2878340645777342
2006-04-07,-0.27843418884189336,-0.4636973297556054
2006-04-14,-0.4251181283941608,-0.5988359057334792
2006-04-21,-0.5017561683878695,-0.7339670005222765
2006-04-28,-0.5819199145304725,-0.8062703096019491
2006-05-05,-0.6260422382345182,-0.5829242216976909
2006-05-12,-0.4001839784052265,-0.3089189764823363
2006-05-19,-0.12406738335316266,-0.207273784488406
2006-05-26,-0.10398387510243218,-0.1436343244528284
2006-06-02,-0.13578118610744333,-0.2352847737605536
2006-06-09,-0.2592705651433716,-0.4394858068011488
2006-06-16,-0.42790981518965426,-0.4054086507767409
2006-06-23,-0.33016990500477394,-0.4825497291622769
2006-06-30,-0.3743321435943417,-0.5948703970084597
2006-07-07,-0.48342488081562285,-0.6575020408960683
2006-07-14,-0.5622927692045636,-0.8415125528698939
2006-07-21,-0.7219346559177827,-0.7442355546241718
2006-07-28,-0.6008807697730766,-0.7082601039091923
2006-08-04,-0.5329155935638967,-0.6004903530922072
2006-08-11,-0.45307366061491156,-0.5383081363695641
2006-08-18,-0.42865894224132484,-0.5832146312737938
2006-08-25,-0.5090297573624092,-0.5697603782775987
2006-09-01,-0.4962637152847543,-0.6145893768007038
2006-09-08,-0.5287400529052013,-0.6590723730578772
2006-09-15,-0.5477653479360614,-0.6429040509213606
