date,return,sentiment
1989-01-27,-0.06146751467181825,1.0
1989-02-03,-0.029153878233509404,2.0
1989-02-10,-0.05785857459372795,0.0
1989-02-17,0.006943834596674728,0.0
1989-02-24,-0.4401805910192074,2.0
1989-03-03,-0.6199228279360647,1.0
1989-03-10,-0.5332837286681525,0.0
1989-03-17,-0.5293585941923784,2.0
1989-03-24,-0.28180181590690834,1.0
1989-03-31,-0.1274747597728163,0.0
1989-04-07,0.06968604420628592,1.0
1989-04-14,0.061608889119121935,1.0
1989-04-21,0.27728911971495096,0.0
1989-04-28,1.4643545691503588,1.0
1989-05-05,1.450509881600556,0.0
1989-05-12,1.5007604572913302,2.0
1989-05-19,1.2681750530674123,2.0
1989-05-26,0.3596040318599548,1.0
1989-06-02,0.5022982440685517,1.0
1989-06-09,0.4045274443547315,0.0
1989-06-16,0.5101991081871987,2.0
1989-06-23,0.3040916803880926,1.0
1989-06-30,0.08937249784662318,2.0
1989-07-07,0.10848208459984313,1.0
1989-07-14,0.0813947849827304,1.0
1989-07-21,-0.3388405490943843,2.0
1989-07-28,-0.13928563249046513,0.0
1989-08-04,-0.16663598708336264,2.0
1989-08-11,-0.3485325042511535,2.0
1989-08-18,-0.3711310527811982,1.0
1989-08-25,-0.7435649078085801,1.0
1989-09-01,-0.8254291336760233,1.0
1989-09-08,-0.8622972119853541,1.0
1989-09-15,-0.8773649735495034,1.0
1989-09-22,-0.9338518729661663,0.0
1989-09-29,-0.9165839676191424,1.0
1989-10-06,-0.9134526770457468,1.0
1989-10-13,-0.9425345564308918,1.0
1989-10-20,-0.8764182157149454,2.0
1989-10-27,-0.9103841112253306,1.0
1989-11-03,-0.9226342320529806,0.0
1989-11-10,-0.9202698700562791,2.0
1989-11-17,-0.9742567076643547,2.0
1989-11-24,-0.8883932173253122,0.0
1989-12-01,-0.7489567847485774,0.0
1989-12-08,-0.6908677108644641,0.0
1989-12-15,-0.7053478461269646,1.0
1989-12-22,-0.44436162064421886,2.0
1989-12-29,-0.42041807191592845,0.0
1990-01-05,-0.14328382467728976,0.0
1990-01-12,0.3173850250583362,1.0
1990-01-19,0.37207513839240397,2.0
1990-01-26,0.7284611152646211,1.0
1990-02-02,1.0046219410361108,1.0
1990-02-09,0.6962246859244975,0.0
1990-02-16,0.5750749078650186,1.0
1990-02-23,0.08657121758376353,2.0
1990-03-02,-0.49057924129319674,1.0
1990-03-09,-0.5348450691462546,1.0
1990-03-16,-0.5651900518309066,1.0
1990-03-23,-0.5748428412813118,0.0
1990-03-30,-0.6905228620226277,1.0
1990-04-06,-0.6746418384991199,1.0
1990-04-13,-0.21812529244452758,0.0
1990-04-20,0.023956406881355977,1.0
1990-04-27,0.43866177526708233,1.0
1990-05-04,0.5924921494940163,2.0
1990-05-11,0.45981840047988737,0.0
1990-05-18,0.3285925351891845,1.0
1990-05-25,0.2788621355059649,2.0
1990-06-01,1.0344528334121856,0.0
1990-06-08,1.0825500841894922,1.0
1990-06-15,1.067044323993293,1.0
1990-06-22,1.0575445079713095,1.0
1990-06-29,0.5454844313881361,1.0
1990-07-06,0.3075312772221317,1.0
1990-07-13,0.3503342758809907,1.0
1990-07-20,0.3628207156468482,1.0
1990-07-27,0.1682217954458184,2.0
1990-08-03,0.527041599388485,0.0
1990-08-10,2.676346157584585,2.0
1990-08-17,2.805849996689345,2.0
1990-08-24,2.8972996660187533,0.0
1990-08-31,3.347037255649738,2.0
1990-09-07,1.8410855181795829,1.0
1990-09-14,1.7143064010893614,1.0
1990-09-21,1.6872280455025772,0.0
1990-09-28,1.0843411714926634,0.0
1990-10-05,1.3306659719873328,2.0
1990-10-12,1.4657391914313112,2.0
1990-10-19,1.7706355403910168,2.0
1990-10-26,3.1178905737386993,1.0
1990-11-02,3.170522757405047,1.0
1990-11-09,3.225362805433446,0.0
1990-11-16,3.22335113474317,1.0
1990-11-23,1.9522303052695282,0.0
1990-11-30,1.7560092253854984,1.0
1990-12-07,1.991170977373723,2.0
1990-12-14,1.70305893253868,1.0
1990-12-21,1.4061850631449824,0.0
1990-12-28,1.1767487290261014,0.0
1991-01-04,0.5766854096839202,1.0
1991-01-11,0.9270913867935113,0.0
1991-01-18,3.1049907776879655,2.0
1991-01-25,6.372946788229271,2.0
1991-02-01,6.821220438813713,2.0
1991-02-08,6.66960363758674,0.0
1991-02-15,4.984083883830839,2.0
1991-02-22,1.9421046536324393,0.0
1991-03-01,1.0515893243086611,2.0
1991-03-08,1.0930653876835266,0.0
1991-03-15,1.1241880861799818,1.0
1991-03-22,0.8218097617661491,0.0
1991-03-29,0.35087898219115,1.0
1991-04-05,0.13889570531453738,2.0
1991-04-12,-0.0855638307860037,1.0
1991-04-19,-0.24526459519455826,0.0
1991-04-26,-0.4297569717076749,0.0
1991-05-03,-0.4676334841822814,2.0
1991-05-10,-0.5349016648779684,0.0
1991-05-17,-0.5638508761959203,1.0
1991-05-24,-0.7338281803562768,0.0
1991-05-31,-0.7460833165883478,0.0
1991-06-07,-0.7335211025529332,1.0
1991-06-14,-0.8012799302052461,1.0
1991-06-21,-0.8333946746183398,1.0
1991-06-28,-0.8747516002834654,0.0
1991-07-05,-0.9165377040494983,1.0
1991-07-12,-0.9862141829783382,1.0
1991-07-19,-0.9260517337390037,1.0
1991-07-26,-0.7667530421598004,0.0
1991-08-02,-0.7243821519592675,1.0
1991-08-09,-0.761452908778517,1.0
1991-08-16,-0.8690628619491012,0.0
1991-08-23,-0.45594291621584815,1.0
1991-08-30,-0.40081799265189766,0.0
1991-09-06,-0.3648724696683418,0.0
1991-09-13,-0.34292724732685587,1.0
1991-09-20,-0.7494605803082711,0.0
1991-09-27,-1.0485778963446497,1.0
1991-10-04,-1.110766814132214,1.0
1991-10-11,-1.1021518423999923,1.0
1991-10-18,-1.0234076215933936,0.0
1991-10-25,-0.8974038481867667,0.0
1991-11-01,-0.8521909604326148,0.0
1991-11-08,-0.8258820116446426,1.0
1991-11-15,-0.8195938945829735,1.0
1991-11-22,-0.7828791613022416,1.0
1991-11-29,-0.5093241192026894,2.0
1991-12-06,-0.38691571955205095,0.0
1991-12-13,-0.2627564904210756,2.0
1991-12-20,-0.24354355087873342,0.0
1991-12-27,-0.2901775249667488,0.0
1992-01-03,-0.331118680205567,1.0
1992-01-10,-0.285348188594312,2.0
1992-01-17,-0.15934603364117642,0.0
1992-01-24,-0.2635876064079644,2.0
1992-01-31,-0.2044896321322294,2.0
1992-02-07,-0.39560934595298464,0.0
1992-02-14,-0.5742157580717899,2.0
1992-02-21,-0.2355429977952908,0.0
1992-02-28,-0.27468948202706783,2.0
1992-03-06,-0.24194696891388462,0.0
1992-03-13,-0.3154280116164958,1.0
1992-03-20,-0.7890859198444734,1.0
1992-03-27,-0.8376929809032407,2.0
1992-04-03,-0.8606859145396796,1.0
1992-04-10,-0.7549319433518265,1.0
1992-04-17,-0.717073221834288,0.0
1992-04-24,-0.7956598961024753,2.0
1992-05-01,-0.7823567822539007,1.0
1992-05-08,-0.8553339226412465,1.0
1992-05-15,-0.9598419246761295,1.0
1992-05-22,-0.9022520018549764,0.0
1992-05-29,-0.5556833446944315,1.0
1992-06-05,-0.6054229297623204,2.0
1992-06-12,-0.599080631158484,0.0
1992-06-19,-0.6680649174606165,1.0
1992-06-26,-1.0405270674692695,2.0
1992-07-03,-1.0095584432128424,1.0
1992-07-10,-0.9871117688637314,1.0
1992-07-17,-0.9642811628115533,1.0
1992-07-24,-1.0015401037045313,0.0
1992-07-31,-1.1294169577598046,1.0
1992-08-07,-1.1321765268063109,2.0
1992-08-14,-1.1282332025427537,2.0
1992-08-21,-1.1564403773166274,2.0
1992-08-28,-0.9035318133600081,0.0
1992-09-04,-0.9146521246846773,0.0
1992-09-11,-0.9477971752588397,1.0
1992-09-18,-0.9011692041803028,1.0
1992-09-25,-1.1169838941490624,0.0
1992-10-02,-1.13779981500399,0.0
1992-10-09,-1.136448851807856,1.0
1992-10-16,-1.1946821633947244,2.0
1992-10-23,-1.140076782273903,0.0
1992-10-30,-1.0835540279612268,2.0
1992-11-06,-0.9788092507858792,1.0
1992-11-13,-0.8662013893763928,0.0
1992-11-20,-0.8629599349767848,0.0
1992-11-27,-0.8454350151655993,0.0
1992-12-04,-0.8008586440410278,0.0
1992-12-11,-0.7634288020984874,2.0
1992-12-18,-0.7005474958793513,2.0
1992-12-25,-0.7065983557673238,2.0
1993-01-01,-0.7685243697003542,0.0
1993-01-08,-0.811232189036119,1.0
1993-01-15,-0.827879413167499,1.0
1993-01-22,-0.7542655268953729,0.0
1993-01-29,-0.39737821759052866,1.0
1993-02-05,-0.35135448318324214,2.0
1993-02-12,-0.39956276252596395,0.0
1993-02-19,-0.43650601317345045,2.0
1993-02-26,-0.5567821160620183,0.0
1993-03-05,-0.7749969614298432,0.0
1993-03-12,-0.6993609578557337,1.0
1993-03-19,-0.7333520626863379,0.0
1993-03-26,-0.7090919923374065,1.0
1993-04-02,-0.7523413276459943,2.0
1993-04-09,-0.8487457935394347,0.0
1993-04-16,-0.8975522017792747,2.0
1993-04-23,-1.0974968447279707,2.0
1993-04-30,-1.1088104837429427,1.0
1993-05-07,-1.061303757058515,1.0
1993-05-14,-1.0661198523104898,0.0
1993-05-21,-0.9557657647829069,1.0
1993-05-28,-0.9339054485329249,2.0
1993-06-04,-0.9647822359714225,1.0
1993-06-11,-0.9154821902973297,0.0
1993-06-18,-0.9080834916273067,0.0
1993-06-25,-0.9393755111505849,2.0
1993-07-02,-0.8336805672144042,0.0
1993-07-09,-0.6537593322667751,0.0
1993-07-16,-0.5886367020738416,2.0
1993-07-23,-0.34057825994587637,0.0
1993-07-30,-0.27793753177527847,0.0
1993-08-06,-0.410020492574045,0.0
1993-08-13,-0.4803718776838478,0.0
1993-08-20,-0.7050703816016921,2.0
1993-08-27,-0.7712522533824376,1.0
1993-09-03,-0.6740355409462973,0.0
1993-09-10,-0.5661460863328647,1.0
1993-09-17,-0.5969188719566729,0.0
1993-09-24,-0.4397647905898617,0.0
1993-10-01,-0.32774557394799025,2.0
1993-10-08,-0.3986014118127669,1.0
1993-10-15,-0.4449832336377969,1.0
1993-10-22,-0.7024299191225497,1.0
1993-10-29,-0.7561117776417167,0.0
1993-11-05,-0.5259166507028452,1.0
1993-11-12,-0.38052737522438335,1.0
1993-11-19,-0.3155256879992679,2.0
1993-11-26,-0.3000376589146747,1.0
1993-12-03,-0.34352739911777275,2.0
1993-12-10,-0.33034822949976933,2.0
1993-12-17,-0.23064566684433468,1.0
1993-12-24,-0.2940726235680306,0.0
1993-12-31,-0.33177721041291924,0.0
1994-01-07,-0.2959909689525893,1.0
1994-01-14,-0.06390364429673645,2.0
1994-01-21,0.013759949493601412,0.0
1994-01-28,-0.02541274917479388,0.0
1994-02-04,-0.07667339693825394,1.0
1994-02-11,-0.28988824086271187,1.0
1994-02-18,-0.2653540836276986,1.0
1994-02-25,-0.19736215326114212,2.0
1994-03-04,-0.16778487205764792,0.0
1994-03-11,-0.25994253387110844,0.0
1994-03-18,-0.412056463611256,0.0
1994-03-25,-0.4277676004156827,2.0
1994-04-01,-0.048381913124339225,0.0
1994-04-08,0.20333973147888343,0.0
1994-04-15,0.19134811157836584,2.0
1994-04-22,0.22220250700520056,2.0
1994-04-29,0.15417827506939177,1.0
1994-05-06,-0.13664366348618354,0.0
1994-05-13,-0.08751777254757766,0.0
1994-05-20,-0.13167369739094284,1.0
1994-05-27,-0.32587794075008564,2.0
1994-06-03,-0.3845791878069276,2.0
1994-06-10,-0.4366534436545673,2.0
1994-06-17,-0.30557059430642547,2.0
1994-06-24,-0.19652600124360584,1.0
1994-07-01,-0.1757403090101827,0.0
1994-07-08,-0.15908717809124323,2.0
1994-07-15,-0.17207095275622417,2.0
1994-07-22,-0.4424413094420249,0.0
1994-07-29,-0.511168900892492,0.0
1994-08-05,-0.4622062419137313,0.0
1994-08-12,-0.45800080021395073,0.0
1994-08-19,-0.2962868090135077,0.0
1994-08-26,-0.08569007099777351,0.0
1994-09-02,-0.09112728704337825,1.0
1994-09-09,-0.20309989038089982,1.0
1994-09-16,-0.3843698702806807,1.0
1994-09-23,-0.5739243823454006,1.0
1994-09-30,-0.6791397259285473,1.0
1994-10-07,-0.6305359008897647,0.0
1994-10-14,-0.5718473628171443,0.0
1994-10-21,-0.6285717185623688,0.0
1994-10-28,-0.6905909329582832,1.0
1994-11-04,-0.6823912511018143,1.0
1994-11-11,-0.737474926330201,0.0
1994-11-18,-0.6486083303121046,1.0
1994-11-25,-0.6529784278619286,1.0
1994-12-02,-0.6256871679663365,0.0
1994-12-09,-0.5090921345877117,0.0
1994-12-16,-0.5843434732370213,1.0
1994-12-23,-0.6448241296544175,1.0
1994-12-30,-0.6701792658377177,1.0
1995-01-06,-0.9513713570310496,0.0
1995-01-13,-0.9241402981169209,2.0
1995-01-20,-0.7790784294164093,1.0
1995-01-27,-0.6100906493265694,2.0
1995-02-03,-0.49696345475093845,1.0
1995-02-10,-0.5249998651153226,2.0
1995-02-17,-0.6878919637415012,1.0
1995-02-24,-0.834818140436949,1.0
1995-03-03,-1.0608739926646842,0.0
1995-03-10,-1.0524402219858666,1.0
1995-03-17,-0.9495398507862061,1.0
1995-03-24,-0.8814788723089445,0.0
1995-03-31,-0.7774848661458836,1.0
1995-04-07,-0.7740947991179102,0.0
1995-04-14,-0.800313471518803,1.0
1995-04-21,-0.6345800460070159,0.0
1995-04-28,-0.690762625888843,0.0
1995-05-05,-0.6497423477323905,1.0
1995-05-12,-0.5570921070429025,0.0
1995-05-19,-0.6982172069522002,0.0
1995-05-26,-0.6950191919424675,1.0
1995-06-02,-0.68283212280157,0.0
1995-06-09,-0.8363646924954129,1.0
1995-06-16,-0.9955310830780899,2.0
1995-06-23,-0.8070362470308534,1.0
1995-06-30,-0.8454763924640954,0.0
1995-07-07,-0.7790489147504138,0.0
1995-07-14,-0.7119904808942356,1.0
1995-07-21,-0.851899817135395,0.0
1995-07-28,-0.9400729156598832,2.0
1995-08-04,-0.9936128470379315,1.0
1995-08-11,-1.027661053813849,0.0
1995-08-18,-0.9565527318483863,1.0
1995-08-25,-0.7573521770531457,0.0
1995-09-01,0.45223760496471593,2.0
1995-09-08,0.47626694814468884,1.0
1995-09-15,0.47413447076815185,0.0
1995-09-22,0.4866054667150782,0.0
1995-09-29,-0.32313668618939284,1.0
1995-10-06,-0.5369190655250912,1.0
1995-10-13,-0.48063380205041356,1.0
1995-10-20,-0.6011406856704179,0.0
1995-10-27,-0.8783913161908931,1.0
1995-11-03,-0.9738317710152575,1.0
1995-11-10,-1.127117579311291,2.0
1995-11-17,-1.206391969305712,1.0
1995-11-24,-0.9815352479925129,1.0
1995-12-01,-0.8694541078659054,1.0
1995-12-08,-0.8829991943924265,1.0
1995-12-15,-0.7894369764172092,1.0
1995-12-22,-0.7083925050128099,1.0
1995-12-29,-0.7677543907812703,1.0
1996-01-05,-0.7421770658820566,2.0
1996-01-12,-0.5431953573135112,0.0
1996-01-19,-0.32965000516273224,1.0
1996-01-26,-0.18067983294245682,0.0
1996-02-02,0.022053252691079828,0.0
1996-02-09,-0.11050405551554394,2.0
1996-02-16,-0.17566089810134866,0.0
1996-02-23,0.5125072566685172,1.0
1996-03-01,0.8603268535863201,1.0
1996-03-08,0.892185670816778,0.0
1996-03-15,0.8989623015314382,0.0
1996-03-22,0.9758684121460852,1.0
1996-03-29,0.6726797170386951,0.0
1996-04-05,0.7767206840893565,0.0
1996-04-12,0.8467918862679269,1.0
1996-04-19,0.6138570383150876,2.0
1996-04-26,0.39740271450960174,0.0
1996-05-03,0.7610469390161881,1.0
1996-05-10,0.644412959178457,0.0
1996-05-17,0.34765350270160533,0.0
1996-05-24,0.6305003495189482,1.0
1996-05-31,0.3329565545085267,0.0
1996-06-07,0.3689888832018081,2.0
1996-06-14,0.35308190025468134,0.0
1996-06-21,0.17425465132966467,2.0
1996-06-28,-0.17826794286232173,0.0
1996-07-05,-0.2103309355757448,0.0
1996-07-12,-0.2208018387145837,0.0
1996-07-19,-0.3946963559369719,1.0
1996-07-26,-0.33287270887336434,1.0
1996-08-02,-0.23596242137663398,2.0
1996-08-09,-0.24618279555826192,0.0
1996-08-16,-0.27378581109020667,1.0
1996-08-23,-0.34437153045804725,1.0
1996-08-30,-0.40328229654090564,1.0
1996-09-06,-0.19421800517397278,1.0
1996-09-13,-0.19317836016444395,1.0
1996-09-20,-0.06460559591324805,0.0
1996-09-27,-0.09979489880909245,1.0
1996-10-04,-0.1954526978530587,1.0
1996-10-11,-0.16656170091800226,1.0
1996-10-18,-0.29454315236922135,2.0
1996-10-25,-0.3043471729302737,0.0
1996-11-01,-0.24886508979283117,0.0
1996-11-08,-0.21950902599927263,0.0
1996-11-15,-0.24772947724861888,2.0
1996-11-22,-0.19423157707894884,2.0
1996-11-29,0.43262923492669003,0.0
1996-12-06,0.5410352395187226,2.0
1996-12-13,0.5988166663018861,2.0
1996-12-20,0.7543056705863246,2.0
1996-12-27,0.4367954481055545,0.0
1997-01-03,0.11853494933368638,1.0
1997-01-10,0.03920946147812076,1.0
1997-01-17,-0.13654366801340106,0.0
1997-01-24,-0.3117934115924848,1.0
1997-01-31,-0.4300924687610818,0.0
1997-02-07,-0.3715148989508305,0.0
1997-02-14,-0.3689485857368826,1.0
1997-02-21,-0.36697976008353544,0.0
1997-02-28,-0.27461195585887094,0.0
1997-03-07,-0.2784785227850112,1.0
1997-03-14,-0.2246900453092274,1.0
1997-03-21,-0.027144320769939216,1.0
1997-03-28,-0.01085782169029673,1.0
1997-04-04,-0.010653546442418078,2.0
1997-04-11,-0.17419015997061102,1.0
1997-04-18,-0.445850673590692,2.0
1997-04-25,-0.45171373135331516,0.0
1997-05-02,-0.49960864375513825,0.0
1997-05-09,-0.4798088569449008,0.0
1997-05-16,-0.21567301031886804,1.0
1997-05-23,-0.1954297202711354,0.0
1997-05-30,-0.1776194406416746,1.0
1997-06-06,-0.07349404706072332,0.0
1997-06-13,-0.14741539881026458,2.0
1997-06-20,-0.3664834756703593,1.0
1997-06-27,-0.38635998306770974,2.0
1997-07-04,-0.33377148777161353,1.0
1997-07-11,-0.4085641706181291,1.0
1997-07-18,-0.16119093533960577,1.0
1997-07-25,-0.0629224868127378,1.0
1997-08-01,-0.21532601329119236,1.0
1997-08-08,-0.28736717798245465,0.0
1997-08-15,-0.4960427218694764,1.0
1997-08-22,-0.7099456835181124,1.0
1997-08-29,-0.7128138774865715,1.0
1997-09-05,-0.8644764317143948,1.0
1997-09-12,-1.059429762424076,0.0
1997-09-19,-1.0395453936444679,1.0
1997-09-26,-1.0335829921664594,1.0
1997-10-03,-0.7356976869347771,2.0
1997-10-10,-0.23997434130217274,2.0
1997-10-17,-0.10010687502627845,1.0
1997-10-24,0.06833259577349124,1.0
1997-10-31,0.03890676027926424,1.0
1997-11-07,-0.25953306251773395,1.0
1997-11-14,-0.3900464954349358,2.0
1997-11-21,-0.4385318941866048,1.0
1997-11-28,-0.39225573408211517,1.0
1997-12-05,-0.45035868175475646,2.0
1997-12-12,-0.3946495230568171,2.0
1997-12-19,-0.4681172925622193,1.0
1997-12-26,-0.7820302435308065,1.0
1998-01-02,-0.744677265463183,1.0
1998-01-09,-0.6666030215969168,1.0
1998-01-16,-0.7088126508194111,0.0
1998-01-23,-0.6581331626967187,2.0
1998-01-30,0.06498271396624067,2.0
1998-02-06,0.21745443938625075,2.0
1998-02-13,0.20004853055233615,2.0
1998-02-20,0.306091125920461,0.0
1998-02-27,0.11825498536374307,2.0
1998-03-06,-0.2826478963103491,1.0
1998-03-13,-0.24309197940320298,2.0
1998-03-20,0.07076973495456726,0.0
1998-03-27,1.0755582785252757,1.0
1998-04-03,1.3006739101473161,1.0
1998-04-10,1.3456215532504594,2.0
1998-04-17,1.217874850175988,2.0
1998-04-24,0.8157306927477228,1.0
1998-05-01,2.1675233139552925,2.0
1998-05-08,2.1967184026189384,0.0
1998-05-15,2.1582150760574508,0.0
1998-05-22,2.156198432850283,1.0
1998-05-29,0.704041521744504,1.0
1998-06-05,0.54693015304539,2.0
1998-06-12,0.8748025733862307,0.0
1998-06-19,1.1962195468520043,1.0
1998-06-26,2.0479545857482537,1.0
1998-07-03,2.129862141564079,2.0
1998-07-10,2.059670604254983,2.0
1998-07-17,1.6580796368930257,1.0
1998-07-24,0.6145892174710793,2.0
1998-07-31,0.23557949459439875,1.0
1998-08-07,0.09846977329390523,1.0
1998-08-14,0.2027646263678432,0.0
1998-08-21,-0.037057376506005435,2.0
1998-08-28,-0.0520177526733928,1.0
1998-09-04,0.1398691372829592,0.0
1998-09-11,0.12030633660821773,0.0
1998-09-18,0.043711020822001456,2.0
1998-09-25,0.029207217104577674,1.0
1998-10-02,-0.0872417332229781,1.0
1998-10-09,-0.1631100804155411,0.0
1998-10-16,-0.16477180493592977,0.0
1998-10-23,0.10989895220961839,0.0
1998-10-30,0.15706920983811373,2.0
1998-11-06,-0.1263452321391652,1.0
1998-11-13,-0.055359473812516234,0.0
1998-11-20,0.005383557353825789,0.0
1998-11-27,0.3665412472662179,0.0
1998-12-04,0.7871790548857346,1.0
1998-12-11,0.844767092279828,0.0
1998-12-18,1.2480164153647417,0.0
1998-12-25,1.6427668616552942,1.0
1999-01-01,1.3103335192193284,0.0
1999-01-08,1.4545681309678151,1.0
1999-01-15,1.483407966217872,2.0
1999-01-22,0.46479370672899545,1.0
1999-01-29,0.5090635454929873,2.0
